,house-types,location,bedrooms,bathrooms,toilets,price,rent / sale
0,DETACHED DUPLEX,Lekki,4,4,5,"90,000,000",SALE
1,MINI FLAT,Lekki,1,1,2,"25,000,000",SALE
2,TERRACED DUPLEX,Lekki,4,4,5,"55,000,000",SALE
3,TERRACED DUPLEX,Lekki,4,4,5,"45,000,000",SALE
4,TERRACED DUPLEX,Lekki,2,2,3,"35,000,000",SALE
5,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
6,TERRACED DUPLEX,Ikoyi,3,5,5,"280,000,000",SALE
7,DETACHED DUPLEX,Isolo,5,5,6,"55,000,000",SALE
8,DETACHED DUPLEX,Lekki,5,5,5,"320,000,000",SALE
9,SEMI DETACHED,Lekki,4,4,4,"80,000,000",SALE
10,SEMI DETACHED,Lekki,5,6,6,"80,000,000",SALE
11,TERRACED DUPLEX,Lekki,4,4,5,"100,000,000",SALE
12,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
13,TERRACED DUPLEX,VGCLekki,4,4,5,"40,000,000",SALE
14,TERRACED DUPLEX,AjahAjah,4,4,5,"33,000,000",SALE
15,DETACHED DUPLEX,Lekki,5,5,6,"120,000,000",SALE
16,TERRACED DUPLEX,LafiajiLekki,4,4,5,"43,000,000",SALE
17,TERRACED DUPLEX,TollgateLekki,4,4,5,"40,000,000",SALE
18,DETACHED DUPLEX,Ikoyi,5,5,6,"595,000,000",SALE
19,BLOCKS OF,Lekki,3,3,4,"40,000,000",SALE
20,SEMI DETACHED,Lekki,4,5,5,"80,000,000",SALE
21,DETACHED DUPLEX,Ikoyi,5,5,6,"520,000,000",SALE
22,DETACHED DUPLEX,Ikoyi,5,5,5,"200,000,000",SALE
23,TERRACED DUPLEX,Lekki,4,4,5,"85,000,000",SALE
24,MASSIONETTE HOUSE,Ikoyi,4,4,5,"380,000,000",SALE
25,SEMI DETACHED,Lekki,4,4,5,"62,000,000",SALE
26,DETACHED DUPLEX,Road.Lekki,5,5,6,"150,000,000",SALE
27,SEMI DETACHED,AjahAjah,4,4,5,"42,000,000",SALE
28,DETACHED DUPLEX,Lekki,5,5,6,"95,000,000",SALE
29,SEMI DETACHED,Drive.Lekki,4,4,5,"58,000,000",SALE
30,TERRACED DUPLEX,Lekki,4,4,5,"45,000,000",SALE
31,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
32,DETACHED DUPLEX,Lekki,4,4,5,"90,000,000",SALE
33,SEMI DETACHED,Ajah,4,4,5,"45,000,000",SALE
34,DETACHED DUPLEX,Ilupeju,5,4,5,"240,000,000",SALE
35,SEMI DETACHED,gateLekki,4,4,5,"80,000,000",SALE
36,DETACHED DUPLEX,MegamoundLekki,5,5,6,"110,000,000",SALE
37,TERRACED DUPLEX,Island,4,4,5,"110,000,000",SALE
38,DETACHED DUPLEX,Lekki,4,4,5,"80,000,000",SALE
39,DETACHED DUPLEX,Lekki,5,5,6,"70,000,000",SALE
40,SEMI DETACHED,OrchidLekki,4,4,5,"53,000,000",SALE
41,SEMI DETACHED,Lekki,4,5,6,"50,000,000",SALE
42,TERRACED DUPLEX,Ikoyi,4,4,5,"250,000,000",SALE
43,DETACHED DUPLEX,Lekki,5,5,6,"180,000,000",SALE
44,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
45,DETACHED DUPLEX,Ikoyi,6,baths,Toilets,"900,000,000",SALE
46,DETACHED DUPLEX,Ikoyi,7,7,8,"1,200,000,000",SALE
47,TERRACED DUPLEX,Lekki,4,4,5,"45,000,000",SALE
48,DETACHED DUPLEX,Lekki,5,6,7,"75,000,000",SALE
49,SEMI DETACHED,Lekki,4,4,5,"120,000,000",SALE
50,TERRACED DUPLEX,Lekki,4,4,5,"120,000,000",SALE
51,DETACHED DUPLEX,Island,5,5,5,"350,000,000",SALE
52,TERRACED DUPLEX,Lekki,4,4,5,"40,000,000",SALE
53,SEMI DETACHED,Lekki,4,4,5,"120,000,000",SALE
54,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
55,SEMI DETACHED,Ikoyi,4,4,5,"210,000,000",SALE
56,DETACHED DUPLEX,...Ajah,5,7,8,"97,000,000",SALE
57,TERRACED DUPLEX,gateLekki,4,4,5,"35,000,000",SALE
58,SEMI DETACHED,Lekki,4,5,5,"55,000,000",SALE
59,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
60,TERRACED DUPLEX,lekkiLekki,3,3,4,"33,000,000",SALE
61,DETACHED DUPLEX,Lekki,5,5,6,"88,000,000",SALE
62,SEMI DETACHED,ChevronLekki,4,5,6,"59,000,000",SALE
63,TERRACED DUPLEX,Ikoyi,4,4,5,"155,000,000",SALE
64,SEMI DETACHED,Ajah,4,4,5,"35,000,000",SALE
65,TERRACED DUPLEX,Lekki,4,4,5,"400,000,000",SALE
66,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
67,DETACHED DUPLEX,Lekki,5,6,7,"120,000,000",SALE
68,DETACHED DUPLEX,Lekki,5,6,7,"135,000,000",SALE
69,DETACHED DUPLEX,Lekki,4,4,5,"80,000,000",SALE
70,TERRACED DUPLEX,Ikoyi,4,4,5,"150,000,000",SALE
71,DETACHED BUNGALOW,ajahAjah,3,3,4,"34,000,000",SALE
72,DETACHED DUPLEX,Ajah,4,4,5,"55,000,000",SALE
73,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
74,TERRACED DUPLEX,Lekki,4,4,5,"43,000,000",SALE
75,TERRACED DUPLEX,Lekki,4,4,5,"55,000,000",SALE
76,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
77,DETACHED DUPLEX,MegamoundLekki,5,5,6,"90,000,000",SALE
78,SEMI DETACHED,Ajah,4,5,5,"43,000,000",SALE
79,SEMI DETACHED,Island,4,4,5,"160,000,000",SALE
80,DETACHED DUPLEX,Lekki,5,5,6,"200,000,000",SALE
81,TERRACED DUPLEX,gateLekki,4,4,5,"45,000,000",SALE
82,DETACHED DUPLEX,Lekki,5,5,6,"120,000,000",SALE
83,HOUSE FOR,Lekki,4,4,5,"70,000,000",SALE
84,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
85,SEMI DETACHED,Lekki,4,4,4,"55,000,000",SALE
86,SEMI DETACHED,Ikoyi,5,5,6,"250,000,000",SALE
87,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
88,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
89,DETACHED DUPLEX,Ikeja,5,baths,Toilets,"135,000,000",SALE
90,SEMI DETACHED,AjahAjah,4,4,5,"35,000,000",SALE
91,DETACHED DUPLEX,Ikoyi,5,5,6,"230,000,000",SALE
92,DETACHED DUPLEX,LekkiLekki,5,5,6,"110,000,000",SALE
93,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
94,DETACHED DUPLEX,MegamoundLekki,4,4,5,"80,000,000",SALE
95,SEMI DETACHED,Ajah,4,4,5,"45,000,000",SALE
96,TERRACED DUPLEX,Lekki,4,4,5,"120,000,000",SALE
97,DETACHED DUPLEX,AjahAjah,5,5,5,"95,000,000",SALE
98,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
99,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
100,DETACHED DUPLEX,Lekki,5,5,6,"85,000,000",SALE
101,SEMI DETACHED,Lekki,4,4,5,"52,000,000",SALE
102,DETACHED DUPLEX,Lekki,5,5,6,"120,000,000",SALE
103,TERRACED DUPLEX,Lekki,4,4,5,"45,000,000",SALE
104,SEMI DETACHED,Lekki,4,5,6,"57,000,000",SALE
105,DETACHED DUPLEX,Ajah,4,4,5,"37,000,000",SALE
106,TERRACED DUPLEX,Lekki,4,4,5,"41,000,000",SALE
107,DETACHED DUPLEX,Lekki,6,7,8,"250,000,000",SALE
108,TERRACED DUPLEX,Island,5,5,6,"125,000,000",SALE
109,TERRACED DUPLEX,Lekki,4,4,5,"120,000,000",SALE
110,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
111,SEMI DETACHED,Lekki,4,5,6,"50,000,000",SALE
112,TERRACED DUPLEX,Lekki,4,4,5,"82,000,000",SALE
113,SEMI DETACHED,IkotaLekki,4,4,5,"50,000,000",SALE
114,SEMI DETACHED,Ajah,4,5,6,"46,000,000",SALE
115,DETACHED DUPLEX,Lekki,5,5,6,"270,000,000",SALE
116,DETACHED DUPLEX,Lekki,5,6,7,"85,000,000",SALE
117,TERRACED DUPLEX,Ajah,5,5,6,"75,000,000",SALE
118,DETACHED DUPLEX,Lekki,4,4,5,"55,000,000",SALE
119,DETACHED DUPLEX,Lekki,5,5,6,"360,000,000",SALE
120,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
121,TERRACED DUPLEX,Lekki,5,5,6,"130,000,000",SALE
122,TERRACED DUPLEX,Lekki,4,4,5,"95,000,000",SALE
123,DETACHED DUPLEX,Lekki,5,5,6,"230,000,000",SALE
124,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
125,SEMI DETACHED,Ojodu,3,3,4,"60,000,000",SALE
126,SEMI DETACHED,AxisLekki,4,5,6,"50,000,000",SALE
127,SEMI DETACHED,Lekki,5,5,6,"125,000,000",SALE
128,TERRACED DUPLEX,Lekki,4,5,6,"76,000,000",SALE
129,DETACHED DUPLEX,Lekki,4,4,5,"180,000,000",SALE
130,TERRACED DUPLEX,IkotaLekki,4,4,5,"35,000,000",SALE
131,DETACHED DUPLEX,Lekki,5,5,6,"320,000,000",SALE
132,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
133,TERRACED DUPLEX,Lekki,3,3,4,"65,000,000",SALE
134,SEMI DETACHED,Lekki,4,5,5,"80,000,000",SALE
135,TERRACED DUPLEX,Lekki,4,4,5,"45,000,000",SALE
136,SEMI DETACHED,CityAjah,4,5,6,"37,000,000",SALE
137,SEMI DETACHED,Lekki,5,5,5,"90,000,000",SALE
138,TERRACED DUPLEX,Ajah,4,4,5,"38,000,000",SALE
139,TERRACED DUPLEX,roadLekki,4,4,5,"43,000,000",SALE
140,SEMI DETACHED,OrchidLekki,4,4,5,"50,000,000",SALE
141,SEMI DETACHED,Lekki,4,4,5,"53,000,000",SALE
142,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
143,TERRACED DUPLEX,Lekki,6,baths,7,"70,000,000",SALE
144,DETACHED DUPLEX,Lekki,5,6,7,"80,000,000",SALE
145,SEMI DETACHED,Lekki,5,5,6,"90,000,000",SALE
146,TERRACED DUPLEX,Ikoyi,4,5,5,"200,000,000",SALE
147,SEMI DETACHED,OrchidLekki,4,4,5,"54,000,000",SALE
148,SEMI DETACHED,Lekki,4,4,5,"52,000,000",SALE
149,TERRACED DUPLEX,Lekki,4,4,5,"45,000,000",SALE
150,SEMI DETACHED,OrchidLekki,4,4,4,"55,000,000",SALE
151,DETACHED DUPLEX,Lekki,4,4,4,"65,000,000",SALE
152,TERRACED DUPLEX,IkotaLekki,4,4,5,"52,000,000",SALE
153,DETACHED DUPLEX,Ajah,4,4,4,"40,000,000",SALE
154,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
155,SEMI DETACHED,Lekki,4,5,6,"55,000,000",SALE
156,DETACHED DUPLEX,Lekki,5,6,7,"65,000,000",SALE
157,SEMI DETACHED,Lekki,4,5,4,"65,000,000",SALE
158,TERRACED DUPLEX,Lekki,3,3,4,"39,000,000",SALE
159,DETACHED DUPLEX,Ajah,5,6,7,"69,000,000",SALE
160,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
161,TERRACED DUPLEX,Lekki,3,4,5,"64,500,000",SALE
162,TERRACED DUPLEX,Lekki,4,4,5,"70,000,000",SALE
163,SEMI DETACHED,Lekki,4,4,5,"110,000,000",SALE
164,FOR RENT,2,beds,baths,3,"6,500,000",RENT
165,DETACHED DUPLEX,Lekki,5,5,6,"85,000,000",SALE
166,TERRACED DUPLEX,Lekki,4,4,5,"65,000,000",SALE
167,DETACHED DUPLEX,Lekki,5,6,7,"82,000,000",SALE
168,TERRACED DUPLEX,Lekki,4,4,5,"115,000,000",SALE
169,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
170,DETACHED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
171,DETACHED DUPLEX,EstateLekki,5,5,6,"115,000,000",SALE
172,TERRACED DUPLEX,Lekki,3,3,4,"66,000,000",SALE
173,DETACHED DUPLEX,Lekki,5,6,7,"120,000,000",SALE
174,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
175,TERRACED BUNGALOW,lekkiLekki,4,4,5,"40,000,000",SALE
176,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
177,TERRACED DUPLEX,Island,4,5,5,"120,000,000",SALE
178,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
179,DETACHED DUPLEX,Ajah,4,5,6,"60,000,000",SALE
180,SEMI DETACHED,Lekki,4,5,5,"58,000,000",SALE
181,SEMI DETACHED,Lekki,4,4,5,"52,000,000",SALE
182,TERRACED DUPLEX,Lekki,4,5,6,"65,000,000",SALE
183,BLOCKS OF,Gbagada,3,baths,Toilets,"190,000,000",SALE
184,TERRACED DUPLEX,Lekki,4,4,5,"65,000,000",SALE
185,HOUSE FOR,Ikoyi,4,4,5,"200,000,000",SALE
186,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
187,DETACHED DUPLEX,Lekki,5,5,6,"75,000,000",SALE
188,DETACHED DUPLEX,EstateLekki,5,6,7,"97,000,000",SALE
189,DETACHED DUPLEX,Lekki,5,5,6,"150,000,000",SALE
190,TERRACED DUPLEX,Lekki,4,4,5,"43,000,000",SALE
191,TERRACED DUPLEX,Island,5,5,6,"250,000,000",SALE
192,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
193,DETACHED DUPLEX,Lekki,5,5,6,"90,000,000",SALE
194,TERRACED DUPLEX,RoadLekki,4,4,5,"46,000,000",SALE
195,DETACHED DUPLEX,Lekki,5,5,6,"135,000,000",SALE
196,TERRACED DUPLEX,Maryland,4,4,5,"95,000,000",SALE
197,DETACHED DUPLEX,Lekki,4,4,5,"125,000,000",SALE
198,TERRACED DUPLEX,Surulere,4,5,5,"67,000,000",SALE
199,DETACHED DUPLEX,Lekki,5,6,7,"85,000,000",SALE
200,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
201,DETACHED DUPLEX,Lekki,5,5,6,"90,000,000",SALE
202,DETACHED DUPLEX,Ikoyi,5,5,5,"200,000,000",SALE
203,DETACHED DUPLEX,Lekki,5,5,6,"150,000,000",SALE
204,DETACHED DUPLEX,EstateLekki,5,6,7,"100,000,000",SALE
205,SEMI DETACHED,TollgateLekki,4,5,6,"50,000,000",SALE
206,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
207,DETACHED DUPLEX,Lekki,5,5,5,"105,000,000",SALE
208,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
209,DETACHED DUPLEX,gateLekki,4,4,5,"80,000,000",SALE
210,DETACHED DUPLEX,Lekki,4,4,5,"95,000,000",SALE
211,SEMI DETACHED,Ikoyi,4,4,5,"450,000,000",SALE
212,TERRACED DUPLEX,gateLekki,4,4,5,"46,000,000",SALE
213,TERRACED DUPLEX,Lekki,4,4,5,"65,000,000",SALE
214,TERRACED DUPLEX,Ikoyi,4,4,5,"230,000,000",SALE
215,TERRACED DUPLEX,Lekki,4,4,5,"43,000,000",SALE
216,HOUSE FOR,EstateLekki,5,5,6,"80,000,000",SALE
217,SEMI DETACHED,Ajah,4,5,6,"45,000,000",SALE
218,SEMI DETACHED,OrchidLekki,4,4,5,"60,000,000",SALE
219,TERRACED DUPLEX,Maryland,4,4,5,"90,000,000",SALE
220,TERRACED DUPLEX,Surulere,4,5,5,"67,000,000",SALE
221,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
222,DETACHED DUPLEX,MegamoundLekki,5,5,6,"130,000,000",SALE
223,SEMI DETACHED,orchidLekki,4,4,5,"57,000,000",SALE
224,SEMI DETACHED,Lekki,4,5,6,"64,000,000",SALE
225,TERRACED DUPLEX,Lekki,4,5,6,"80,000,000",SALE
226,SEMI DETACHED,Lekki,4,4,5,"75,000,000",SALE
227,SEMI DETACHED,gateLekki,4,4,5,"52,000,000",SALE
228,SEMI DETACHED,Lekki,4,5,6,"65,000,000",SALE
229,TERRACED DUPLEX,Ikoyi,4,4,5,"240,000,000",SALE
230,FOR RENT,2,beds,baths,3,"6,500,000",RENT
231,SEMI DETACHED,gateLekki,5,5,6,"75,000,000",SALE
232,SEMI DETACHED,Lekki,4,4,5,"52,000,000",SALE
233,HOUSE FOR,Lekki,5,5,7,"79,000,000",SALE
234,MASSIONETTE HOUSE,Lekki,5,5,6,"220,000,000",SALE
235,DETACHED DUPLEX,Lekki,5,6,7,"95,000,000",SALE
236,DETACHED DUPLEX,Lekki,4,5,6,"67,000,000",SALE
237,DETACHED DUPLEX,Lekki,4,4,5,"65,000,000",SALE
238,TERRACED DUPLEX,Lekki,4,4,5,"100,000,000",SALE
239,MASSIONETTE HOUSE,Ikeja,4,4,5,"85,000,000",SALE
240,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
241,TERRACED DUPLEX,Lekki,4,4,5,"115,000,000",SALE
242,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
243,DETACHED DUPLEX,Lekki,5,5,6,"450,000,000",SALE
244,DETACHED DUPLEX,Lekki,4,4,5,"75,000,000",SALE
245,DETACHED DUPLEX,Maryland,6,6,6,"300,000,000",SALE
246,DETACHED DUPLEX,Lekki,4,4,4,"150,000,000",SALE
247,TERRACED DUPLEX,Lekki,4,4,5,"100,000,000",SALE
248,SEMI DETACHED,Lekki,4,4,5,"52,000,000",SALE
249,TERRACED DUPLEX,OrchidLekki,4,4,5,"45,000,000",SALE
250,DETACHED DUPLEX,Ikoyi,8,8,9,"550,000,000",SALE
251,TERRACED DUPLEX,gateLekki,4,4,5,"35,000,000",SALE
252,DETACHED DUPLEX,Lekki,4,4,5,"90,000,000",SALE
253,DETACHED DUPLEX,Lekki,5,5,6,"95,000,000",SALE
254,SEMI DETACHED,Ajah,4,4,5,"46,000,000",SALE
255,DETACHED DUPLEX,Lekki,5,5,6,"275,000,000",SALE
256,MASSIONETTE HOUSE,Lekki,5,5,6,"300,000,000",SALE
257,MASSIONETTE HOUSE,Ikoyi,3,3,4,"750,000",SALE
258,SEMI DETACHED,IkoyiIkoyi,5,6,7,"320,000,000",SALE
259,SEMI DETACHED,Ikoyi,5,5,6,"300,000,000",SALE
260,SEMI DETACHED,Ojodu,3,3,4,"32,000,000",SALE
261,MASSIONETTE HOUSE,Lekki,5,5,6,"500,000,000",SALE
262,TERRACED DUPLEX,Lekki,4,4,5,"68,000,000",SALE
263,TERRACED DUPLEX,Lekki,3,3,4,"37,000,000",SALE
264,DETACHED DUPLEX,Lekki,4,4,5,"90,000,000",SALE
265,DETACHED DUPLEX,Lekki,5,5,6,"320,000,000",SALE
266,DETACHED DUPLEX,Lekki,6,6,7,"95,000,000",SALE
267,HOUSE FOR,Lekki,4,4,5,"130,000,000",SALE
268,DETACHED DUPLEX,Lekki,5,5,6,"125,000,000",SALE
269,SEMI DETACHED,Lekki,4,4,5,"68,000,000",SALE
270,DETACHED DUPLEX,Ajah,4,5,6,"75,000,000",SALE
271,TERRACED DUPLEX,Lekki,4,4,5,"47,000,000",SALE
272,DETACHED DUPLEX,OrchidLekki,5,5,6,"250,000,000",SALE
273,SEMI DETACHED,estateAjah,4,4,5,"45,000,000",SALE
274,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
275,HOUSE FOR,OsapaLekki,5,5,5,"75,000,000",SALE
276,TERRACED DUPLEX,Ikoyi,4,4,5,"110,000,000",SALE
277,SEMI DETACHED,Lekki,4,4,5,"43,000,000",SALE
278,DETACHED DUPLEX,Ajah,5,5,6,"95,000,000",SALE
279,FLATS HOUSE,Ikeja,beds,baths,Toilets,"120,000,000",SALE
280,DETACHED DUPLEX,Ajah,5,5,6,"55,000,000",SALE
281,TERRACED DUPLEX,Lekki,4,3,4,"65,000,000",SALE
282,DETACHED DUPLEX,OrchidLekki,4,4,5,"65,000,000",SALE
283,MASSIONETTE HOUSE,Lekki,3,3,4,"50,000,000",SALE
284,DETACHED DUPLEX,estateAjah,4,4,5,"55,000,000",SALE
285,TERRACED DUPLEX,Lekki,4,4,5,"80,000,000",SALE
286,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
287,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
288,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
289,TERRACED DUPLEX,Lekki,4,4,5,"75,000,000",SALE
290,DETACHED DUPLEX,EstateLekki,5,6,7,"95,000,000",SALE
291,SEMI DETACHED,Lekki,4,5,6,"55,000,000",SALE
292,DETACHED DUPLEX,Lekki,5,5,6,"105,000,000",SALE
293,TERRACED DUPLEX,Lekki,4,4,5,"65,000,000",SALE
294,DETACHED DUPLEX,Lekki,5,6,7,"130,000,000",SALE
295,DETACHED DUPLEX,OsapaLekki,5,5,6,"450,000,000",SALE
296,SEMI DETACHED,Lekki,5,6,6,"80,000,000",SALE
297,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
298,DETACHED DUPLEX,Lekki,5,5,6,"95,000,000",SALE
299,TERRACED DUPLEX,Lekki,4,5,6,"75,000,000",SALE
300,SEMI DETACHED,Ikoyi,4,4,5,"250,000,000",SALE
301,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
302,DETACHED DUPLEX,Lekki,5,5,6,"100,000,000",SALE
303,DETACHED DUPLEX,estateLekki,5,5,6,"100,000,000",SALE
304,DETACHED DUPLEX,EstateLekki,5,6,7,"145,000,000",SALE
305,DETACHED DUPLEX,Lekki,5,5,6,"270,000,000",SALE
306,SEMI DETACHED,ajahAjah,4,4,5,"38,000,000",SALE
307,TERRACED DUPLEX,Ikoyi,4,5,6,"270,000,000",SALE
308,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
309,DETACHED DUPLEX,Surulere,4,4,5,"34,000,000",SALE
310,TERRACED DUPLEX,Lekki,4,5,6,"110,000,000",SALE
311,DETACHED DUPLEX,Lekki,5,5,6,"75,000,000",SALE
312,TERRACED DUPLEX,Lekki,4,4,5,"80,000,000",SALE
313,TERRACED DUPLEX,Lekki,4,4,5,"100,000,000",SALE
314,SEMI DETACHED,Surulere,4,4,5,"75,000,000",SALE
315,DETACHED BUNGALOW,Ajah,3,3,4,"33,000,000",SALE
316,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
317,HOUSE FOR,Lekki,5,6,7,"260,000,000",SALE
318,FOR RENT,2,beds,baths,3,"6,500,000",RENT
319,TERRACED DUPLEX,Island,4,4,5,"75,000,000",SALE
320,HOUSE FOR,Lekki,4,4,5,"120,000,000",SALE
321,DETACHED DUPLEX,Lekki,5,5,6,"130,000,000",SALE
322,DETACHED DUPLEX,Lekki,5,5,6,"98,000,000",SALE
323,BLOCKS OF,ChevronLekki,3,4,5,"37,000,000",SALE
324,DETACHED DUPLEX,lekkiLekki,4,4,5,"210,000,000",SALE
325,DETACHED DUPLEX,Lekki,4,4,5,"52,000,000",SALE
326,SEMI DETACHED,Lekki,4,4,5,"58,000,000",SALE
327,SEMI DETACHED,Ikoyi,5,4,5,"180,000,000",SALE
328,DETACHED DUPLEX,Ajah,5,5,6,"70,000,000",SALE
329,DETACHED DUPLEX,Lekki,5,5,6,"100,000,000",SALE
330,DETACHED DUPLEX,Lekki,4,4,5,"90,000,000",SALE
331,DETACHED DUPLEX,Lekki,5,6,7,"320,000,000",SALE
332,DETACHED DUPLEX,Lekki,4,4,5,"65,000,000",SALE
333,DETACHED DUPLEX,estateLekki,4,4,5,"90,000,000",SALE
334,DETACHED DUPLEX,Lekki,5,4,5,"67,000,000",SALE
335,DETACHED DUPLEX,Ajah,4,5,6,"55,000,000",SALE
336,DETACHED DUPLEX,Lekki,5,6,7,"105,000,000",SALE
337,DETACHED DUPLEX,Lekki,4,5,6,"75,000,000",SALE
338,SEMI DETACHED,Lekki,4,4,5,"52,000,000",SALE
339,DETACHED DUPLEX,EstateAjah,5,6,7,"120,000,000",SALE
340,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
341,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
342,TERRACED DUPLEX,OrchidLekki,4,4,4,"45,000,000",SALE
343,SEMI DETACHED,Lekki,4,4,4,"65,000,000",SALE
344,DETACHED DUPLEX,Lekki,5,5,5,"75,000,000",SALE
345,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
346,DETACHED DUPLEX,Ajah,4,4,4,"60,000,000",SALE
347,SEMI DETACHED,Lekki,4,4,4,"48,000,000",SALE
348,SEMI DETACHED,Lekki,4,4,4,"75,000,000",SALE
349,DETACHED DUPLEX,Lekki,5,5,5,"130,000,000",SALE
350,DETACHED DUPLEX,Lekki,5,5,5,"120,000,000",SALE
351,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
352,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
353,BLOCKS OF,Island,3,3,3,"75,000,000",SALE
354,TERRACED DUPLEX,Lekki,4,4,4,"65,000,000",SALE
355,BLOCKS OF,Lekki,2,2,2,"36,000,000",SALE
356,DETACHED DUPLEX,Lekki,5,5,5,"120,000,000",SALE
357,DETACHED DUPLEX,Lekki,4,4,4,"75,000,000",SALE
358,BLOCKS OF,Lekki,2,2,2,"36,000,000",SALE
359,SEMI DETACHED,Lekki,4,4,4,"75,000,000",SALE
360,DETACHED DUPLEX,Lekki,4,4,4,"65,000,000",SALE
361,TERRACED DUPLEX,Lekki,4,4,5,"72,000,000",SALE
362,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
363,DETACHED DUPLEX,Lekki,5,5,6,"320,000,000",SALE
364,TERRACED DUPLEX,Lekki,2,3,Toilets,"45,000,000",SALE
365,SEMI DETACHED,Lekki,4,4,5,"52,000,000",SALE
366,HOUSE FOR,estateIkoyi,beds,baths,Toilets,"1,300,000,000",SALE
367,SEMI DETACHED,Lekki,4,baths,5,"52,000,000",SALE
368,DETACHED DUPLEX,Ikoyi,4,4,5,"300,000,000",SALE
369,TERRACED DUPLEX,Ikoyi,4,4,5,"260,000,000",SALE
370,DETACHED DUPLEX,Ikoyi,5,baths,Toilets,"500,000,000",SALE
371,SEMI DETACHED,Lekki,4,4,5,"45,000,000",SALE
372,HOUSE FOR,Ikoyi,beds,baths,Toilets,"600,000,000",SALE
373,SEMI DETACHED,Lekki,5,5,6,"200,000,000",SALE
374,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
375,DETACHED DUPLEX,Lekki,5,5,6,"130,000,000",SALE
376,DETACHED DUPLEX,Ikeja,5,5,5,"150,000,000",SALE
377,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
378,DETACHED DUPLEX,Island,4,4,5,"350,000,000",SALE
379,SEMI DETACHED,Lekki,4,4,4,"75,000,000",SALE
380,DETACHED DUPLEX,Lekki,5,5,5,"500,000,000",SALE
381,HOUSE FOR,Ikoyi,8,8,10,"750,000,000",SALE
382,DETACHED DUPLEX,Ikoyi,4,4,4,"400,000,000",SALE
383,DETACHED DUPLEX,Island,5,baths,Toilets,"600,000,000",SALE
384,FOR RENT,2,beds,baths,3,"6,500,000",RENT
385,SEMI DETACHED,Lekki,4,5,Toilets,"55,000,000",SALE
386,DETACHED DUPLEX,Ikoyi,5,5,5,"450,000,000",SALE
387,TERRACED DUPLEX,Lekki,4,4,4,"42,000,000",SALE
