,house-types,location,bedrooms,bathrooms,toilets,price,rent / sale
1926,HOUSE FOR,Lekki,4,4,4,"47,000,000",SALE
1927,TERRACED DUPLEX,Lekki,4,4,4,"120,000,000",SALE
1928,MINI FLAT,Lekki,1,1,2,"25,000,000",SALE
1929,SEMI DETACHED,Lekki,4,4,4,"85,000,000",SALE
1930,SEMI DETACHED,Lekki,4,4,4,"70,000,000",SALE
1931,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
1932,MINI FLAT,Lekki,1,1,2,"25,000,000",SALE
1933,SEMI DETACHED,Lekki,4,4,5,"45,000,000",SALE
1934,TERRACED DUPLEX,Lekki,4,4,5,"60,000,000",SALE
1935,DETACHED DUPLEX,Ajah,5,5,6,"90,000,000",SALE
1936,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
1937,HOUSE FOR,Ikoyi,5,5,6,"400,000,000",SALE
1938,DETACHED DUPLEX,Ajah,4,4,5,"60,000,000",SALE
1939,SEMI DETACHED,Ikoyi,5,5,6,"280,000,000",SALE
1940,SEMI DETACHED,Ikoyi,4,4,5,"230,000,000",SALE
1941,SEMI DETACHED,Lekki,4,4,5,"140,000,000",SALE
1942,DETACHED DUPLEX,Lekki,4,4,4,"75,000,000",SALE
1943,DETACHED DUPLEX,Lekki,5,5,5,"260,000,000",SALE
1944,DETACHED DUPLEX,Lekki,5,5,6,"125,000,000",SALE
1945,SEMI DETACHED,Lekki,4,5,5,"67,000,000",SALE
1946,FOR RENT,2,beds,baths,3,"6,500,000",RENT
1947,SEMI DETACHED,Lekki,5,5,6,"220,000,000",SALE
1948,TERRACED DUPLEX,Lekki,2,2,3,"35,000,000",SALE
1949,DETACHED DUPLEX,Ikoyi,5,5,6,"350,000,000",SALE
1950,DETACHED DUPLEX,Lekki,5,5,5,"320,000,000",SALE
1951,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
1952,SEMI DETACHED,Lekki,4,4,5,"150,000,000",SALE
1953,HOUSE FOR,Ikoyi,5,5,6,"300,000,000",SALE
1954,BLOCKS OF,Ikoyi,3,3,4,"130,000,000",SALE
1955,DETACHED DUPLEX,Ajah,4,4,4,"50,000,000",SALE
1956,DETACHED DUPLEX,Lekki,4,4,5,"80,000,000",SALE
1957,SEMI DETACHED,Lekki,4,4,4,"57,000,000",SALE
1958,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
1959,SEMI DETACHED,Lekki,4,4,4,"65,000,000",SALE
1960,HOUSE FOR,Lekki,2,2,2,"45,000,000",SALE
1961,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
1962,DETACHED DUPLEX,Lekki,5,5,5,"90,000,000",SALE
1963,DETACHED DUPLEX,Lekki,4,4,4,"50,000,000",SALE
1964,DETACHED DUPLEX,Lekki,5,6,6,"130,000,000",SALE
1965,TERRACED DUPLEX,Lekki,4,4,4,"45,000,000",SALE
1966,TERRACED DUPLEX,Lekki,4,5,6,"42,000,000",SALE
1967,TERRACED DUPLEX,Lekki,5,5,6,"125,000,000",SALE
1968,MINI FLAT,Lekki,1,2,2,"20,000,000",SALE
1969,TERRACED DUPLEX,Ajah,4,4,5,"45,000,000",SALE
1970,SEMI DETACHED,OrchidLekki,4,4,5,"55,000,000",SALE
1971,TERRACED DUPLEX,RoadIkoyi,4,4,4,"250,000,000",SALE
1972,MINI FLAT,Lekki,1,1,2,"25,000,000",SALE
1973,DETACHED DUPLEX,Lekki,5,5,5,"102,000,000",SALE
1974,BLOCKS OF,Isolo,3,3,4,"43,000,000",SALE
1975,SEMI DETACHED,Lekki,4,4,5,"52,000,000",SALE
1976,DETACHED DUPLEX,Lekki,5,6,6,"320,000,000",SALE
1977,DETACHED DUPLEX,Lekki,5,5,6,"150,000,000",SALE
1978,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
1979,DETACHED DUPLEX,Lekki,4,4,4,"45,000,000",SALE
1980,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
1981,DETACHED DUPLEX,Lekki,5,5,6,"250,000,000",SALE
1982,SEMI DETACHED,Lekki,4,4,4,"60,000,000",SALE
1983,TERRACED DUPLEX,Ikoyi,4,4,5,"350,000,000",SALE
1984,HOUSE FOR,Ikoyi,5,5,6,"250,000,000",SALE
1985,DETACHED DUPLEX,Lekki,5,5,5,"100,000,000",SALE
1986,DETACHED DUPLEX,Ajah,4,4,5,"48,000,000",SALE
1987,SEMI DETACHED,Lekki,4,4,5,"57,000,000",SALE
1988,SEMI DETACHED,Lekki,4,4,4,"58,000,000",SALE
1989,TERRACED DUPLEX,Lekki,4,4,4,"43,000,000",SALE
1990,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
1991,FLATS HOUSE,Ikoyi,0,0,0,"8,000,000,000",SALE
1992,BLOCKS OF,Lekki,2,2,2,"28,000,000",SALE
1993,SEMI DETACHED,Ikoyi,5,5,6,"280,000,000",SALE
1994,TERRACED DUPLEX,Lekki,4,4,4,"30,000,000",SALE
1995,DETACHED DUPLEX,Lekki,5,5,5,"100,000,000",SALE
1996,DETACHED DUPLEX,Island,5,5,6,"300,000,000",SALE
1997,DETACHED DUPLEX,Lekki,5,5,5,"79,000,000",SALE
1998,DETACHED DUPLEX,Lekki,5,5,5,"75,000,000",SALE
1999,HOUSE FOR,Ikoyi,8,8,10,"4,000,000,000",SALE
2000,SEMI DETACHED,Lekki,5,5,6,"90,000,099",SALE
2001,DETACHED BUNGALOW,Lekki,5,5,6,"250,000,000",SALE
2002,DETACHED DUPLEX,Lekki,5,6,7,"320,000,000",SALE
2003,TERRACED DUPLEX,Lekki,4,4,4,"130,000,000",SALE
2004,SEMI DETACHED,Island,5,5,5,"147,000,000",SALE
2005,DETACHED DUPLEX,Lekki,5,5,6,"290,000,000",SALE
2006,TERRACED DUPLEX,Ikoyi,4,4,5,"300,000,000",SALE
2007,DETACHED DUPLEX,Ikoyi,5,5,6,"300,000,000",SALE
2008,DETACHED DUPLEX,Ikoyi,8,8,10,"2,000,000,000",SALE
2009,HOUSE FOR,Ikoyi,6,baths,Toilets,"600,000,000",SALE
2010,DETACHED DUPLEX,AjahLekki,5,6,0,"85,000,000",SALE
2011,DETACHED DUPLEX,Ikoyi,7,7,8,"1,000,000,000",SALE
2012,TERRACED DUPLEX,Surulere,4,5,5,"67,000,000",SALE
2013,SEMI DETACHED,Lekki,4,4,4,"55,000,000",SALE
2014,DETACHED DUPLEX,Lekki,5,5,6,"120,000,000",SALE
2015,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
2016,DETACHED DUPLEX,Lekki,5,5,5,"110,000,000",SALE
2017,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
2018,SEMI DETACHED,Ajah,4,4,4,"43,000,000",SALE
2019,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
2020,DETACHED DUPLEX,Ikoyi,5,5,6,"1,100,000,000",SALE
2021,DETACHED DUPLEX,Lekki,5,5,5,"190,000,000",SALE
2022,SEMI DETACHED,Lekki,5,5,6,"230,000,000",SALE
2023,TERRACED DUPLEX,Lekki,4,4,5,"110,000,000",SALE
2024,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
2025,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
2026,SEMI DETACHED,Ajah,4,4,5,"40,000,000",SALE
2027,DETACHED DUPLEX,Lekki,5,5,6,"62,000,000",SALE
2028,HOUSE FOR,Lekki,4,4,4,"53,000,000",SALE
2029,DETACHED DUPLEX,Lekki,5,5,5,"130,000,000",SALE
2030,DETACHED DUPLEX,Ikoyi,4,4,5,"300,000,000",SALE
2031,MASSIONETTE HOUSE,Ikoyi,6,6,7,"250,000,000",SALE
2032,SEMI DETACHED,Lekki,4,4,5,"48,000,000",SALE
2033,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
2034,MINI FLAT,Ikorodu,1,1,1,"43,000,000",SALE
2035,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
2036,DETACHED DUPLEX,Lekki,4,4,4,"65,000,000",SALE
2037,TERRACED DUPLEX,Lekki,4,4,5,"65,000,000",SALE
2038,HOUSE FOR,Lekki,0,0,0,"72,000,000",SALE
2039,SEMI DETACHED,Lekki,4,4,4,"45,000,000",SALE
2040,BLOCKS OF,Lekki,2,3,3,"32,000,000",SALE
2041,TERRACED DUPLEX,Lekki,4,4,5,"80,000,000",SALE
2042,DETACHED DUPLEX,Ajah,4,4,5,"55,000,000",SALE
2043,DETACHED DUPLEX,Lekki,5,6,6,"105,000,000",SALE
2044,DETACHED DUPLEX,Lekki,5,5,6,"97,000,000",SALE
2045,DETACHED DUPLEX,Lekki,5,6,6,"230,000,000",SALE
2046,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
2047,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
2048,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
2049,DETACHED DUPLEX,Lekki,5,5,6,"250,000,000",SALE
2050,SEMI DETACHED,Lekki,4,4,5,"56,000,000",SALE
2051,SEMI DETACHED,Lekki,4,5,5,"43,000,000",SALE
2052,DETACHED DUPLEX,Lekki,5,5,6,"140,000,000",SALE
2053,MINI FLAT,Lekki,1,1,2,"25,000,000",SALE
2054,DETACHED DUPLEX,Lekki,5,5,6,"98,000,000",SALE
2055,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
2056,FLAT ,Yaba,3,3,4,"45,000,000",SALE
2057,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
2058,DETACHED DUPLEX,Lekki,4,4,4,"75,000,000",SALE
2059,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
2060,SEMI DETACHED,Lekki,5,5,5,"90,000,000",SALE
2061,TERRACED DUPLEX,Island,4,4,5,"180,000,000",SALE
2062,BLOCKS OF,Ikoyi,5,5,6,"2,500,000,000",SALE
2063,BLOCKS OF,Ikoyi,3,3,3,"130,000,000",SALE
2064,DETACHED DUPLEX,Lekki,5,6,6,"125,000,000",SALE
2065,DETACHED DUPLEX,Lekki,5,5,5,"75,000,000",SALE
2066,DETACHED DUPLEX,Ajah,5,5,5,"55,000,000",SALE
2067,DETACHED DUPLEX,...Ajah,5,5,6,"130,000,000",SALE
2068,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
2069,SEMI DETACHED,Ajah,4,4,4,"45,000,000",SALE
2070,SEMI DETACHED,Lekki,4,4,5,"80,000,000",SALE
2071,DETACHED DUPLEX,Ajah,4,4,5,"65,000,000",SALE
2072,SEMI DETACHED,Lekki,4,4,4,"52,000,000",SALE
2073,DETACHED DUPLEX,Lekki,5,5,6,"85,000,000",SALE
2074,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
2075,BLOCKS OF,Isolo,3,3,4,"200,000,000",SALE
2076,DETACHED DUPLEX,Lekki,5,6,6,"85,000,000",SALE
2077,DETACHED DUPLEX,Lekki,5,5,6,"130,000,000",SALE
2078,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
2079,SEMI DETACHED,Lekki,4,5,5,"75,000,000",SALE
2080,SEMI DETACHED,Lekki,4,4,4,"50,000,000",SALE
2081,BLOCKS OF,Ikoyi,3,3,4,"160,000,000",SALE
2082,TERRACED DUPLEX,Lekki,4,4,5,"120,000,000",SALE
2083,TERRACED DUPLEX,Island,4,5,5,"120,000,000",SALE
2084,DETACHED DUPLEX,Lekki,4,4,5,"75,000,000",SALE
2085,TERRACED DUPLEX,Lekki,4,4,4,"45,000,000",SALE
2086,HOUSE FOR,Lekki,2,2,3,"80,000,000",SALE
2087,BLOCKS OF,Lekki,3,4,4,"39,000,000",SALE
2088,DETACHED DUPLEX,Island,6,6,7,"500,000,000",SALE
2089,TERRACED DUPLEX,Lekki,4,4,5,"70,000,000",SALE
2090,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
2091,DETACHED DUPLEX,Lekki,5,6,6,"65,000,000",SALE
2092,DETACHED DUPLEX,Lekki,5,6,6,"100,000,000",SALE
2093,SEMI DETACHED,-Ajah,4,5,0,"48,000,000",SALE
2094,SEMI DETACHED,Ajah,5,5,5,"50,000,000",SALE
2095,DETACHED DUPLEX,Lekki,5,6,6,"130,000,000",SALE
2096,DETACHED DUPLEX,Lekki,5,5,6,"105,000,000",SALE
2097,DETACHED DUPLEX,Lekki,5,5,5,"120,000,000",SALE
2098,DETACHED DUPLEX,Lekki,5,5,4,"75,000,000",SALE
2099,DETACHED DUPLEX,Lekki,5,5,5,"110,000,000",SALE
2100,FLAT ,Yaba,3,3,4,"45,000,000",SALE
2101,BLOCKS OF,Ikorodu,2,2,3,"75,000,000",SALE
2102,DETACHED DUPLEX,Lekki,5,6,6,"80,000,000",SALE
2103,DETACHED DUPLEX,Lekki,4,4,4,"52,000,000",SALE
2104,TERRACED DUPLEX,Maryland,4,4,5,"70,000,000",SALE
2105,DETACHED DUPLEX,Lekki,5,5,5,"98,000,000",SALE
2106,DETACHED DUPLEX,Lekki,5,6,6,"140,000,000",SALE
2107,DETACHED DUPLEX,Lekki,5,5,6,"70,000,000",SALE
2108,HOUSE FOR,Lekki,beds,baths,Toilets,"567,000,000",SALE
2109,FLATS HOUSE,estateIkoyi,beds,baths,Toilets,"180,000,000",SALE
2110,DETACHED DUPLEX,Lekki,4,4,4,"65,000,000",SALE
2111,DETACHED DUPLEX,Lekki,4,4,4,"79,000,000",SALE
2112,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
2113,DETACHED DUPLEX,Ikoyi,5,5,6,"900,000,000",SALE
2114,DETACHED DUPLEX,Ajah,4,4,4,"55,000,000",SALE
2115,SEMI DETACHED,Lekki,4,4,5,"63,000,000",SALE
2116,TERRACED DUPLEX,Ikoyi,3,3,4,"240,000,000",SALE
2117,DETACHED DUPLEX,Lekki,4,4,4,"63,000,000",SALE
2118,SEMI DETACHED,Lekki,4,5,Toilets,"50,000,000",SALE
2119,DETACHED DUPLEX,Lekki,4,4,4,"58,000,000",SALE
2120,DETACHED DUPLEX,Alimosho,5,5,6,"45,000,000",SALE
2121,DETACHED DUPLEX,Lekki,5,5,6,"250,000,000",SALE
2122,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
2123,BLOCKS OF,Ikoyi,3,3,4,"130,000,000",SALE
2124,DETACHED DUPLEX,lekkiAjah,4,5,6,"50,000,000",SALE
2125,DETACHED DUPLEX,Lekki,5,6,6,"85,000,000",SALE
2126,DETACHED DUPLEX,Ajah,4,4,4,"55,000,000",SALE
2127,TERRACED DUPLEX,Ikoyi,4,4,5,"150,000,000",SALE
2128,DETACHED DUPLEX,Lekki,5,6,6,"120,000,000",SALE
2129,DETACHED DUPLEX,Lekki,5,5,6,"195,000,000",SALE
2130,FLATS HOUSE,Ikoyi,beds,baths,Toilets,"8,500,000,000",SALE
2131,SEMI DETACHED,Lekki,4,4,5,"100,000,000",SALE
2132,DETACHED DUPLEX,Ajah,4,4,4,"60,000,000",SALE
2133,SEMI DETACHED,Lekki,4,4,4,"57,000,000",SALE
2134,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
2135,DETACHED DUPLEX,Ajah,5,5,6,"65,000,000",SALE
2136,DETACHED DUPLEX,-Ajah,5,6,0,"68,000,000",SALE
2137,TERRACED DUPLEX,Ajah,4,4,5,"40,000,000",SALE
2138,DETACHED DUPLEX,Lekki,4,4,4,"120,000,000",SALE
2139,DETACHED DUPLEX,Lekki,5,5,6,"140,000,000",SALE
2140,TERRACED DUPLEX,Lekki,4,4,4,"45,000,000",SALE
2141,BLOCKS OF,Lekki,2,2,3,"69,000,000",SALE
2142,DETACHED DUPLEX,Lekki,5,5,5,"75,000,000",SALE
2143,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
2144,MINI FLAT,Lekki,1,2,2,"20,000,000",SALE
2145,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
2146,TERRACED DUPLEX,Lekki,5,5,5,"130,000,000",SALE
2147,HOUSE FOR,Ikoyi,5,5,6,"450,000,000",SALE
2148,DETACHED DUPLEX,Lekki,5,5,6,"380,000,000",SALE
2149,HOUSE FOR,Ajah,beds,5,6,"150,000,000",SALE
2150,DETACHED DUPLEX,Lekki,4,5,5,"70,000,000",SALE
2151,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
2152,TERRACED DUPLEX,Lekki,4,4,5,"45,000,000",SALE
2153,DETACHED DUPLEX,Lekki,5,5,6,"55,000,000",SALE
2154,SEMI DETACHED,Lekki,4,4,4,"58,000,000",SALE
2155,SEMI DETACHED,Lekki,4,4,4,"55,000,000",SALE
2156,DETACHED DUPLEX,Ikoyi,5,5,5,"200,000,000",SALE
2157,SEMI DETACHED,Lekki,5,5,5,"200,000,000",SALE
2158,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
2159,TERRACED DUPLEX,Lekki,4,4,5,"95,000,000",SALE
2160,BLOCKS OF,Lekki,2,3,3,"49,000,000",SALE
2161,SEMI DETACHED,Lekki,4,5,5,"80,000,000",SALE
2162,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
2163,DETACHED DUPLEX,Lekki,4,4,4,"95,000,000",SALE
2164,SEMI DETACHED,Lekki,5,5,Toilets,"90,000,000",SALE
2165,DETACHED DUPLEX,Ajah,5,6,6,"60,000,000",SALE
2166,MINI FLAT,Ikorodu,1,1,1,"43,000,000",SALE
2167,DETACHED DUPLEX,Ikoyi,5,5,5,"250,000,000",SALE
2168,TERRACED DUPLEX,Island,4,4,5,"125,000,000",SALE
2169,DETACHED DUPLEX,Ajah,5,5,6,"55,000,000",SALE
2170,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
2171,TERRACED DUPLEX,Island,4,4,5,"250,000,000",SALE
2172,DETACHED DUPLEX,Lekki,5,5,5,"380,000,000",SALE
2173,DETACHED BUNGALOW,Lekki,5,5,6,"500,000,000",SALE
2174,DETACHED DUPLEX,Lekki,5,5,5,"250,000,000",SALE
2175,SEMI DETACHED,Lekki,4,5,5,"90,000,000",SALE
2176,SEMI DETACHED,Lekki,4,4,4,"75,000,000",SALE
2177,DETACHED DUPLEX,Lekki,4,4,4,"98,000,000",SALE
2178,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
2179,DETACHED DUPLEX,Lekki,5,6,6,"65,000,000",SALE
2180,DETACHED DUPLEX,Lekki,5,5,6,"300,000,000",SALE
2181,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
2182,TERRACED DUPLEX,Lekki,5,5,6,"130,000,000",SALE
2183,DETACHED DUPLEX,Lekki,5,5,6,"100,000,000",SALE
2184,TERRACED DUPLEX,Lekki,2,2,3,"35,000,000",SALE
2185,DETACHED DUPLEX,Lekki,5,5,5,"78,000,000",SALE
2186,MINI FLAT,Lekki,1,1,2,"25,000,000",SALE
2187,BLOCKS OF,Lekki,3,4,4,"45,000,000",SALE
2188,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
2189,DETACHED DUPLEX,Lekki,5,5,5,"130,000,000",SALE
2190,SEMI DETACHED,Lekki,4,4,4,"65,000,000",SALE
2191,SEMI DETACHED,Lekki,4,4,5,"80,000,000",SALE
2192,BLOCKS OF,Ejigbo,3,3,3,"35,000,000",SALE
2193,TERRACED DUPLEX,Ikoyi,3,3,4,"500,000,000",SALE
2194,TERRACED DUPLEX,Lekki,4,4,5,"38,000,000",SALE
2195,DETACHED BUNGALOW,Idimu,3,3,3,"13,000,000",SALE
2196,DETACHED DUPLEX,Lekki,5,6,6,"125,000,000",SALE
2197,DETACHED DUPLEX,Lekki,6,7,7,"370,000,000",SALE
2198,DETACHED DUPLEX,Lekki,5,6,6,"160,000,000",SALE
2199,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
2200,DETACHED DUPLEX,Lekki,5,6,7,"320,000,000",SALE
2201,DETACHED DUPLEX,gateLekki,5,5,Toilets,"78,000,000",SALE
2202,BLOCKS OF,Apapa,2,2,3,"500,000,000",SALE
2203,BLOCKS OF,Isolo,3,3,4,"100,000,000",SALE
2204,BLOCKS OF,Lekki,3,4,4,"38,000,000",SALE
2205,DETACHED DUPLEX,Lekki,6,6,6,"305,000,000",SALE
2206,SEMI DETACHED,Lekki,4,4,4,"53,000,000",SALE
2207,BLOCKS OF,Egba,3,3,3,"35,000,000",SALE
2208,DETACHED DUPLEX,Lekki,5,6,6,"68,000,000",SALE
2209,SALE,Ikoyi,beds,baths,Toilets,"400,000,000",SALE
2210,FLAT ,Yaba,3,3,4,"45,000,000",SALE
2211,TERRACED DUPLEX,Ikoyi,4,4,5,"250,000,000",SALE
2212,TERRACED DUPLEX,Island,4,4,4,"95,000,000",SALE
2213,TERRACED DUPLEX,Ikoyi,4,5,5,"160,000,000",SALE
2214,DETACHED DUPLEX,Ajah,4,4,4,"48,000,000",SALE
2215,TERRACED DUPLEX,Ikoyi,4,4,5,"240,000,000",SALE
2216,DETACHED DUPLEX,Ikoyi,5,5,6,"1,300,000,000",SALE
2217,SEMI DETACHED,SangotedoSangotedo,4,4,4,"70,000,000",SALE
2218,DETACHED DUPLEX,Lekki,4,4,5,"95,000,000",SALE
2219,TERRACED DUPLEX,Lekki,5,5,6,"120,000,000",SALE
2220,DETACHED DUPLEX,Ikoyi,10,10,10,"1,850,000,000",SALE
2221,DUPLEX HOUSE,Lekki,beds,4,4,"47,000,000",SALE
2222,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
2223,DETACHED DUPLEX,Lekki,4,4,4,"62,000,000",SALE
2224,TERRACED DUPLEX,Ikoyi,5,5,6,"230,000,000",SALE
2225,DETACHED DUPLEX,Lekki,5,5,6,"120,000,000",SALE
2226,DETACHED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
2227,TERRACED DUPLEX,Lekki,4,4,5,"47,000,000",SALE
2228,DETACHED DUPLEX,AreaLekki,4,4,5,"80,000,000",SALE
2229,DETACHED DUPLEX,Lekki,4,4,4,"75,000,000",SALE
2230,TERRACED DUPLEX,Lekki,4,4,5,"65,000,000",SALE
2231,BLOCKS OF,Island,3,3,3,"75,000,000",SALE
2232,DETACHED DUPLEX,Lekki,5,6,7,"320,000,000",SALE
2233,TERRACED DUPLEX,Lekki,4,4,4,"40,000,000",SALE
2234,SEMI DETACHED,Lekki,4,4,4,"48,000,000",SALE
2235,TERRACED DUPLEX,RoadLekki,4,4,4,"42,000,000",SALE
2236,DETACHED DUPLEX,Lekki,5,6,6,"97,000,000",SALE
2237,DETACHED DUPLEX,Lekki,5,6,6,"53,000,000",SALE
2238,SEMI DETACHED,Lekki,4,5,5,"48,000,000",SALE
2239,DETACHED DUPLEX,Lekki,5,5,6,"140,000,000",SALE
2240,SEMI DETACHED,...Ajah,5,5,6,"57,000,000",SALE
2241,TERRACED DUPLEX,Lekki,4,4,5,"120,000,000",SALE
2242,DETACHED DUPLEX,Lekki,4,4,4,"48,000,000",SALE
2243,SEMI DETACHED,Lekki,4,4,4,"53,000,000",SALE
2244,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
2245,SEMI DETACHED,Ikoyi,5,5,6,"500,000,000",SALE
2246,SEMI DETACHED,Lekki,4,5,5,"64,000,000",SALE
2247,DETACHED DUPLEX,Lekki,5,5,6,"140,000,000",SALE
2248,SEMI DETACHED,...Ajah,4,4,6,"42,000,000",SALE
2249,DETACHED DUPLEX,...Ajah,5,5,6,"75,000,000",SALE
2250,DETACHED DUPLEX,AjahAjah,4,4,4,"60,000,000",SALE
2251,DETACHED DUPLEX,Lekki,5,5,6,"120,000,000",SALE
2252,DETACHED DUPLEX,...Ajah,4,5,5,"62,000,000",SALE
2253,DETACHED DUPLEX,Lekki,5,5,6,"85,000,000",SALE
2254,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
2255,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
2256,DETACHED DUPLEX,Lekki,4,4,5,"95,000,000",SALE
2257,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
2258,SEMI DETACHED,Lekki,4,4,5,"50,000,000",SALE
2259,TERRACED DUPLEX,Lekki,4,4,5,"120,000,000",SALE
2260,SEMI DETACHED,Lekki,5,5,5,"220,000,000",SALE
2261,BLOCKS OF,Ikoyi,3,3,4,"180,000,000",SALE
2262,DETACHED DUPLEX,Lekki,5,5,5,"80,000,009",SALE
2263,DETACHED DUPLEX,Lekki,5,6,6,"100,000,000",SALE
2264,SEMI DETACHED,Lekki,4,4,4,"50,000,000",SALE
2265,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
2266,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
2267,DETACHED DUPLEX,Lekki,5,6,6,"185,000,000",SALE
2268,DETACHED DUPLEX,AjahLekki,5,5,6,"52,000,000",SALE
2269,SEMI DETACHED,Lekki,4,5,5,"46,000,000",SALE
2270,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
2271,SEMI DETACHED,Lekki,4,4,4,"55,000,000",SALE
2272,TERRACED DUPLEX,Lekki,4,5,5,"45,000,000",SALE
2273,SEMI DETACHED,Ajah,4,5,Toilets,"42,000,000",SALE
2274,DETACHED DUPLEX,Lekki,4,4,5,"125,000,000",SALE
2275,DETACHED DUPLEX,Lekki,5,5,6,"280,000,000",SALE
2276,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
2277,DETACHED DUPLEX,Lekki,5,6,6,"190,000,000",SALE
2278,DETACHED DUPLEX,Lekki,6,6,7,"87,000,000",SALE
2279,SEMI DETACHED,Lekki,4,4,5,"80,000,000",SALE
2280,HOUSE FOR,Ajah,beds,baths,Toilets,"31,000,000",SALE
2281,DETACHED DUPLEX,Lekki,5,5,6,"75,000,000",SALE
2282,SEMI DETACHED,Lekki,4,4,5,"150,000,000",SALE
2283,DETACHED DUPLEX,Lekki,5,5,5,"110,000,000",SALE
2284,TERRACED DUPLEX,Lekki,4,4,5,"100,000,000",SALE
2285,DETACHED DUPLEX,Lekki,4,4,4,"65,000,000",SALE
2286,DETACHED DUPLEX,Lekki,4,5,5,"160,000,000",SALE
2287,BLOCKS OF,Ikoyi,3,3,4,"130,000,000",SALE
2288,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
2289,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
2290,SEMI DETACHED,Island,5,5,6,"300,000,000",SALE
2291,DETACHED DUPLEX,Lekki,5,5,6,"190,000,000",SALE
2292,SEMI DETACHED,Lekki,4,5,5,"50,000,000",SALE
2293,TERRACED DUPLEX,Lekki,4,4,5,"43,000,000",SALE
2294,FLATS HOUSE,estateIkoyi,beds,baths,Toilets,"100,000,000",SALE
2295,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
2296,DETACHED DUPLEX,Lekki,6,7,7,"250,000,000",SALE
2297,DETACHED DUPLEX,AjahAjah,5,5,5,"105,000,000",SALE
2298,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
2299,DETACHED DUPLEX,Lekki,5,5,5,"105,000,000",SALE
2300,TERRACED DUPLEX,Lekki,4,4,5,"85,000,000",SALE
2301,SEMI DETACHED,Lekki,4,4,4,"60,000,000",SALE
2302,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
2303,HOUSE FOR,Lekki,5,5,6,"100,000,000",SALE
2304,TERRACED DUPLEX,Lekki,2,2,3,"35,000,000",SALE
2305,DETACHED DUPLEX,Lekki,5,5,5,"120,000,000",SALE
2306,DETACHED DUPLEX,Lekki,5,5,6,"90,000,000",SALE
2307,DETACHED DUPLEX,Lekki,5,5,6,"95,000,000",SALE
