,house-types,location,bedrooms,bathrooms,toilets,price,rent / sale
7023,DETACHED DUPLEX,Lekki,5,6,7,"320,000,000",SALE
7024,FLAT ,Lekki,beds,1,1,"550,000",RENT
7025,MINI FLAT,Okota,1,2,2,"700,000",RENT
7026,SHARED APARTMENT,Ogba,2,2,3,"750,000",RENT
7027,HOUSE FOR,Ikosi,2,2,2,"900,000",RENT
7028,FOR RENT,Lekki,beds,baths,Toilets,"1,400,000",RENT
7029,MINI FLAT,Gbagada,2,1,1,"450,000",RENT
7030,HOUSE FOR,Ajah,beds,baths,Toilets,"1,200,000",RENT
7031,MINI FLAT,Lekki,1,1,1,"1,400,000",RENT
7032,FLAT ,Ojodu,3,4,4,"2,000,000",RENT
7033,TERRACED DUPLEX,Lekki,4,4,5,"3,500,000",RENT
7034,HOUSE FOR,Ojodu,2,2,3,"1,200,000",RENT
7035,HOUSE FOR,Lekki,4,4,5,"4,000,000",RENT
7036,FLAT ,Isolo,3,4,4,"750,000",RENT
7037,MINI FLAT,Lekki,1,1,2,"2,000,000",RENT
7038,MINI FLAT,avenueOgba,1,1,1,"180,000",RENT
7039,DETACHED DUPLEX,Ojodu,4,4,5,"3,000,000",RENT
7040,DETACHED DUPLEX,Ojodu,5,5,5,"2,200,000",RENT
7041,MINI FLAT,Ikosi,1,1,1,"300,000",RENT
7042,SELF CONTAIN,Ikosi,3,2,3,"700,000",RENT
7043,MINI FLAT,Ikosi,1,1,1,"150,000",RENT
7044,SEMI DETACHED,Sangotedo,4,3,3,"38,800,000",SALE
7045,MINI FLAT,roadLekki,1,baths,1,"1,000,000",RENT
7046,HOUSE FOR,Lekki,2,3,3,"1,800,000",RENT
7047,MINI FLAT,Lekki,1,2,2,"900,000",RENT
7048,FLAT ,Ogba,2,3,3,"750,000",RENT
7049,TERRACED DUPLEX,Ojodu,2,3,3,"1,300,000",RENT
7050,MINI FLAT,Ikeja,1,2,2,"1,000,000",RENT
7051,FLAT ,Lekki,4,4,5,"4,500,000",RENT
7052,HOUSE FOR,...Ajah,3,4,4,"1,400,000",RENT
7053,SHARED APARTMENT,Ojodu,2,2,3,"800,000",RENT
7054,FLAT ,Ajah,4,4,5,"1,200,000",RENT
7055,APARTMENT FOR,Alimosho,beds,baths,Toilets,"500,000",RENT
7056,FLAT ,Island,3,3,4,"3,000,000",RENT
7057,MINI FLAT,Yaba,1,1,1,"200,000",RENT
7058,FLAT ,Lekki,0,1,1,"350,000",RENT
7059,MINI FLAT,Ikoyi,1,1,1,"1,300,000",RENT
7060,FLAT ,Island,3,4,4,"3,000,000",RENT
7061,FLAT ,Ogba,2,2,2,"800,000",RENT
7062,MINI FLAT,Ikosi,1,1,1,"500,000",RENT
7063,FLAT ,Ojodu,3,3,4,"2,000,000",RENT
7064,MINI FLAT,Ajah,1,baths,Toilets,"750,000",RENT
7065,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
7066,FLAT ,Gbagada,2,2,3,"1,000,000",RENT
7067,MINI FLAT,Ajah,1,1,1,"700,000",RENT
7068,FLAT ,Lekki,3,3,4,"2,500,000",RENT
7069,FLAT ,Ojodu,2,2,3,"1,200,000",RENT
7070,MINI FLAT,Ajah,1,1,1,"400,000",RENT
7071,APARTMENT FOR,Alimosho,beds,baths,Toilets,"450,000",RENT
7072,FLAT ,Yaba,0,0,0,"300,000",RENT
7073,FLAT ,Ikeja,3,3,3,"1,500,000",RENT
7074,APARTMENT FOR,Alimosho,beds,baths,Toilets,"500,000",RENT
7075,FLAT ,Shomolu,3,3,4,"1,100,000",RENT
7076,MINI FLAT,Lekki,1,1,1,"1,600,000",RENT
7077,MINI FLAT,Surulere,1,1,1,"350,000",RENT
7078,MINI FLAT,Lekki,1,1,1,"1,000,000",RENT
7079,MINI FLAT,Lekki,1,1,1,"1,500,000",RENT
7080,BLOCKS OF,Ajah,4,4,5,"2,100,000",RENT
7081,FLAT ,Island,3,3,4,"4,000,000",RENT
7082,MINI FLAT,Ikoyi,1,2,1,"600,000",RENT
7083,MINI FLAT,Ikosi,1,1,1,"300,000",RENT
7084,MINI FLAT,Lekki,1,1,1,"600,000",RENT
7085,APARTMENT FOR,Alimosho,0,0,0,"500,000",RENT
7086,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
7087,APARTMENT FOR,Alimosho,beds,baths,Toilets,"300,000",RENT
7088,TERRACED DUPLEX,Ojodu,4,4,5,"3,000,000",RENT
7089,FLAT ,Ajah,5,5,6,"2,500,000",RENT
7090,SEMI DETACHED,Lekki,4,4,4,"3,500,000",RENT
7091,OFFICE SPACE,Lekki,6,6,7,"6,500,000",RENT
7092,SELF CONTAIN,Ikosi,3,2,2,"650,000",RENT
7093,MINI FLAT,Ogba,1,1,1,"180,000",RENT
7094,COMMERCIAL PROPERTY,Island,beds,baths,8,"40,000",RENT
7095,FLAT ,Lekki,beds,1,1,"850,000",RENT
7096,FLAT ,Lekki,beds,1,1,"500,000",RENT
7097,MINI FLAT,Gbagada,1,1,1,"300,000",RENT
7098,FLAT ,Island,3,3,4,"8,000,000",RENT
7099,SEMI DETACHED,Lekki,4,4,5,"3,700,000",RENT
7100,MINI FLAT,Ikorodu,1,1,1,"120,000",RENT
7101,TERRACED DUPLEX,Lekki,4,4,5,"7,000,000",RENT
7102,BLOCKS OF,Igando,2,3,3,"350,000",RENT
7103,MINI FLAT,Ikorodu,1,1,1,"220,000",RENT
7104,FLAT ,Odofin,2,1,2,"650,000",RENT
7105,MINI FLAT,Ojodu,1,1,1,"300,000",RENT
7106,MINI FLAT,Ajah,2,baths,3,"700,000",RENT
7107,TERRACED DUPLEX,Surulere,4,5,5,"67,000,000",SALE
7108,MINI FLAT,Gbagada,1,1,1,"180,000",RENT
7109,DETACHED DUPLEX,Lekki,5,5,6,"9,000,000",RENT
7110,FLAT ,Ogba,2,2,3,"800,000",RENT
7111,MINI FLAT,Lekki,1,1,1,"1,300,000",RENT
7112,FLAT ,Ogba,2,3,3,"600,000",RENT
7113,SHARED APARTMENT,Ogba,2,2,2,"800,000",RENT
7114,TERRACED DUPLEX,Lekki,3,3,3,"4,000,000",RENT
7115,HOUSE FOR,Ojodu,5,5,6,"4,500,000",RENT
7116,FLAT ,Igando,5,4,5,"15,000,000",RENT
7117,MINI FLAT,Lekki,1,1,1,"500,000",RENT
7118,FLAT ,Isolo,2,2,3,"500,000",RENT
7119,TERRACED DUPLEX,Gbagada,3,4,4,"1,700,000",RENT
7120,FLAT ,Isolo,2,2,3,"700,000",RENT
7121,PENTHOUSE FLAT,Ikoyi,4,4,5,"18,000,000",RENT
7122,MINI FLAT,Shomolu,1,2,2,"450,000",RENT
7123,FLAT ,Ikeja,3,3,4,"2,500,000",RENT
7124,FLAT ,Lekki,3,3,4,"3,000,000",RENT
7125,FLAT ,Lekki,3,3,4,"3,500,000",RENT
7126,TERRACED DUPLEX,Lekki,4,4,5,"3,000,000",RENT
7127,MINI FLAT,StateIju,1,0,0,"350,000",RENT
7128,DETACHED DUPLEX,Lekki,5,6,7,"320,000,000",SALE
7129,FLAT ,Ajah,3,3,4,"1,500,000",RENT
7130,FLAT ,Isolo,3,3,3,"1,000,000",RENT
7131,DETACHED DUPLEX,Lekki,4,4,5,"4,500,000",RENT
7132,HOUSE FOR,Lekki,4,4,5,"3,800,000",RENT
7133,HOUSE FOR,Lekki,4,4,5,"3,300,000",RENT
7134,FLAT ,Lekki,2,2,3,"2,000,000",RENT
7135,MINI FLAT,Ajah,1,1,2,"700,000",RENT
7136,MINI FLAT,Ajah,1,2,2,"500,000",RENT
7137,FLAT ,Ojodu,3,3,3,"450,000",RENT
7138,FLAT ,Ojodu,3,3,4,"700,000",RENT
7139,MINI FLAT,Lekki,1,1,2,"1,800,000",RENT
7140,FOR RENT,Ogba,0,0,0,"1,400,000",RENT
7141,BLOCKS OF,Ojodu,2,2,2,"400,000",RENT
7142,MINI FLAT,Ajah,1,1,2,"400,000",RENT
7143,FLAT ,Surulere,2,2,3,"800,000",RENT
7144,BLOCKS OF,Alimosho,3,3,3,"650,000",RENT
7145,FLAT ,Ajah,2,2,3,"950,000",RENT
7146,APARTMENT FOR,Ajah,beds,baths,Toilets,"1,500,000",RENT
7147,DETACHED BUNGALOW,Ajah,3,3,4,"1,400,000",RENT
7148,FLAT ,Ogba,0,0,0,"200,000",RENT
7149,MINI FLAT,Lekki,1,2,2,"20,000,000",SALE
7150,MINI FLAT,Yaba,1,2,2,"550,000",RENT
7151,MINI FLAT,Ogba,1,1,1,"300,000",RENT
7152,MINI FLAT,Lekki,1,1,1,"600,000",RENT
7153,FLAT ,Ikosi,2,2,2,"350,000",RENT
7154,FLAT ,Lekki,3,3,3,"1,300,000",RENT
7155,MINI FLAT,Ajah,1,baths,Toilets,"400,000",RENT
7156,MINI FLAT,Yaba,1,1,1,"350,000",RENT
7157,FLAT ,Oshodi,2,3,Toilets,"750,000",RENT
7158,MINI FLAT,Ikorodu,1,1,1,"120,000",RENT
7159,FLAT ,Isolo,3,4,4,"1,300,000",RENT
7160,PENTHOUSE FLAT,Alimosho,2,2,2,"700,000",RENT
7161,MINI FLAT,Ajah,1,baths,Toilets,"700,000",RENT
7162,FLAT ,Ogba,2,2,3,"700,000",RENT
7163,MINI FLAT,Lekki,1,1,1,"600,000",RENT
7164,MINI FLAT,Lekki,1,1,1,"1,000,000",RENT
7165,BLOCKS OF,Gbagada,3,3,4,"1,200,000",RENT
7166,FLAT ,Ogba,3,3,3,"1,000,000",RENT
7167,FLAT ,Lekki,3,2,3,"3,500,000",RENT
7168,DETACHED DUPLEX,Ajah,4,4,5,"3,000,000",RENT
7169,MASSIONETTE HOUSE,Island,3,4,4,"3,500,000",RENT
7170,HOUSE FOR,Camp,4,4,5,"100,000",SHORTLET
7171,MINI FLAT,Ojodu,1,2,2,"500,000",RENT
7172,BLOCKS OF,Gbagada,3,3,4,"1,600,000",RENT
7173,MINI FLAT,Surulere,1,2,2,"700,000",RENT
7174,SELF CONTAIN,Ikosi,3,2,3,"1,200,000",RENT
7175,MINI FLAT,Ikeja,1,1,2,"2,000,000",RENT
7176,DETACHED DUPLEX,Ikosi,5,5,6,"4,000,000",RENT
7177,OFFICE SPACE,Lekki,4,4,5,"4,000,000",RENT
7178,PENTHOUSE FLAT,Lekki,3,3,4,"6,000,000",RENT
7179,OFFICE SPACE,Lekki,5,5,6,"6,500,000",RENT
7180,DETACHED DUPLEX,Lekki,5,5,6,"10,000,000",RENT
7181,TERRACED DUPLEX,Lekki,4,4,4,"3,000,000",RENT
7182,FLAT ,Island,3,3,4,"4,000,000",RENT
7183,SEMI DETACHED,Ojodu,4,4,5,"2,300,000",RENT
7184,FLAT ,Ogba,2,3,3,"700,000",RENT
7185,FLAT ,Lekki,0,0,0,"1,000,000",RENT
7186,PROPERTY FOR,Odofin,beds,baths,Toilets,"5,000,000",RENT
7187,FLAT ,Island,3,4,4,"4,000,000",RENT
7188,HOUSE FOR,Lekki,4,5,5,"3,000,000",RENT
7189,TERRACED DUPLEX,Lekki,5,6,6,"7,000,000",RENT
7190,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
7191,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
7192,SHARED APARTMENT,Lekki,3,3,4,"3,500,000",RENT
7193,RENT,Ikoyi,beds,baths,4,"9,000,000",RENT
7194,FLAT ,Ikoyi,3,3,4,"13,000,000",RENT
7195,COMMERCIAL PROPERTY,Ikeja,beds,baths,Toilets,"6,000,000",RENT
7196,FLAT ,Ikoyi,3,3,4,"13,000,000",RENT
7197,FLAT ,Odofin,2,2,3,"1,200,000",RENT
7198,MINI FLAT,Lekki,1,1,1,"1,700,000",RENT
7199,MINI FLAT,Odofin,1,1,1,"650,000",RENT
7200,SEMI DETACHED,Lekki,5,5,6,"4,500,000",RENT
7201,PROPERTY FOR,Lekki,beds,baths,1,"3,500,000",RENT
7202,FLAT ,Igando,2,3,3,"500,000",RENT
7203,PROPERTY FOR,Ikorodu,beds,2,2,"2,000,000",RENT
7204,BLOCKS OF,Gbagada,2,2,2,"800,000",RENT
7205,HOUSE FOR,Ikoyi,4,4,5,"15,000,000",RENT
7206,MINI FLAT,Island,1,3,3,"5,500,000",RENT
7207,TERRACED DUPLEX,Ojodu,4,4,5,"1,200,000",RENT
7208,SEMI DETACHED,Lekki,4,4,5,"8,000,000",RENT
7209,DETACHED DUPLEX,Lekki,5,5,6,"7,000,000",RENT
7210,BLOCKS OF,Ajah,2,3,3,"1,200,000",RENT
7211,PROPERTY FOR,Ojodu,beds,baths,Toilets,"1,200,000",RENT
7212,SEMI DETACHED,Lekki,5,6,6,"80,000,000",SALE
7213,DETACHED DUPLEX,CountyLekki,4,4,5,"3,500,000",RENT
7214,MINI FLAT,Ipaja,1,1,1,"200,000",RENT
7215,FLAT ,Odofin,2,2,3,"700,000",RENT
7216,FLAT ,Ikeja,3,3,4,"2,500,000",RENT
7217,FLAT ,Ogudu,2,2,3,"1,200,000",RENT
7218,DETACHED DUPLEX,Lekki,4,4,5,"5,000,000",RENT
7219,OFFICE SPACE,Lekki,5,5,6,"8,000,000",RENT
7220,DETACHED DUPLEX,Lekki,10,10,10,"20,000,000",RENT
7221,SEMI DETACHED,Lekki,4,4,5,"6,000,000",RENT
7222,MASSIONETTE HOUSE,Lekki,4,4,4,"4,000,000",RENT
7223,TERRACED DUPLEX,Lekki,4,5,5,"5,000,000",RENT
7224,TERRACED DUPLEX,Lekki,4,5,5,"5,000,000",RENT
7225,SEMI DETACHED,Ikoyi,4,4,5,"13,000,000",RENT
7226,PROPERTY FOR,Lekki,beds,baths,Toilets,"2,300,000",RENT
7227,BLOCKS OF,Gbagada,3,4,4,"1,500,000",RENT
7228,FLAT ,Island,3,3,4,"80,000",RENT
7229,SEMI DETACHED,Lekki,4,4,4,"3,000,000",RENT
7230,DETACHED DUPLEX,Ikosi,5,5,6,"5,000,000",RENT
7231,SHARED APARTMENT,Ogba,2,2,2,"700,000",RENT
7232,HOUSE FOR,Ajah,3,3,4,"1,350,000",RENT
7233,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
7234,SELF CONTAIN,Alimosho,4,4,4,"1,200,000",RENT
7235,SEMI DETACHED,Ikoyi,4,4,5,"8,500,000",RENT
7236,MINI FLAT,Ikorodu,1,1,1,"120,000",RENT
7237,DETACHED DUPLEX,Lekki,5,5,6,"8,500,000",RENT
7238,PROPERTY FOR,Ikeja,beds,baths,2,"12,000,000",RENT
7239,MINI FLAT,Ikoyi,1,1,1,"1,800,000",RENT
7240,FLATS HOUSE,Igando,0,0,0,"600,000",RENT
7241,FLAT ,Ikoyi,2,2,3,"7,000,000",RENT
7242,TERRACED DUPLEX,Ajah,3,3,4,"1,300,000",RENT
7243,FLAT ,Lekki,3,3,4,"3,000,000",RENT
7244,FLAT ,Isolo,2,2,3,"800,000",RENT
7245,SEMI DETACHED,Lekki,5,5,6,"2,500,000",RENT
7246,FLAT ,Odofin,2,2,3,"1,000,000",RENT
7247,FLAT ,Okota,3,3,4,"1,200,000",RENT
7248,HOUSE FOR,Ajah,4,4,5,"2,800,000",RENT
7249,FLAT ,Lekki,3,3,4,"2,500,000",RENT
7250,COMMERCIAL PROPERTY,Island,beds,baths,Toilets,"40,000,000",RENT
7251,HOUSE FOR,Ajah,3,4,4,"1,500,000",RENT
7252,FLAT ,Ajah,3,3,4,"1,100,000",RENT
7253,FLAT ,Ajah,2,2,3,"1,100,000",RENT
7254,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
7255,FLAT ,Gbagada,3,3,4,"2,000,000,000",RENT
7256,MINI FLAT,Lekki,1,1,1,"2,400,000",RENT
7257,TERRACED DUPLEX,Lekki,4,5,5,"3,000,000",RENT
7258,BLOCKS OF,OGBAOgba,2,3,0,"1,000,000",RENT
7259,FLAT ,Ajah,2,2,3,"1,000,000",RENT
7260,DETACHED DUPLEX,Lekki,3,3,4,"5,000,000",RENT
7261,BLOCKS OF,Ajah,3,3,4,"1,100,000",RENT
7262,MINI FLAT,Shomolu,1,1,1,"550,000",RENT
7263,MINI FLAT,Ajah,3,baths,Toilets,"1,300,000",RENT
7264,BLOCKS OF,Ikeja,3,3,3,"3,000,000",RENT
7265,HOUSE FOR,Ajah,4,5,5,"2,500,000",RENT
7266,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
7267,SHARED APARTMENT,Gbagada,3,3,3,"1,300,000",RENT
7268,SHARED APARTMENT,Shomolu,3,4,4,"1,200,000",RENT
7269,FLAT ,Shomolu,beds,baths,Toilets,"350,000",RENT
7270,MINI FLAT,Lekki,1,1,2,"1,300,000",RENT
7271,HOUSE FOR,-Lekki,4,5,5,"3,500,000",RENT
7272,FLAT ,Lekki,3,3,4,"2,500,000",RENT
7273,DETACHED DUPLEX,Ojodu,5,baths,Toilets,"5,000,000",RENT
7274,MINI FLAT,Lekki,3,3,3,"3,500,000",RENT
7275,SEMI DETACHED,Lekki,5,6,6,"80,000,000",SALE
7276,FLAT ,Shomolu,0,1,1,"270,000",RENT
7277,MINI FLAT,Ogba,1,1,2,"600,000",RENT
7278,FLAT ,Surulere,0,0,0,"700,000",RENT
7279,FLAT ,Lekki,4,4,4,"3,500,000",RENT
7280,FLAT ,Maryland,2,2,3,"1,700,000",RENT
7281,MINI FLAT,Ojodu,1,1,1,"500,000",RENT
7282,BLOCKS OF,Egba,3,3,3,"300,000",RENT
7283,TERRACED DUPLEX,Lekki,4,4,5,"3,300,000",RENT
7284,FLAT ,Isolo,3,3,4,"1,000,000",RENT
7285,FLAT ,Isolo,3,3,4,"1,000,000",RENT
7286,FLAT ,Odofin,4,4,5,"1,200,000",RENT
7287,PENTHOUSE FLAT,Ipaja,4,5,5,"1,000,000",RENT
7288,FLAT ,Ajah,3,3,4,"1,500,000",RENT
7289,COMMERCIAL PROPERTY,Ikoyi,beds,baths,Toilets,"120,000",RENT
7290,BLOCKS OF,Ikosi,3,3,4,"1,200,000",RENT
7291,FLAT ,Lekki,beds,1,1,"1,000,000",RENT
7292,BLOCKS OF,Lekki,2,baths,1,"2,000,000",RENT
7293,MINI FLAT,Ajah,1,0,0,"550,000",RENT
7294,SEMI DETACHED,Ikosi,4,4,5,"3,000,000",RENT
7295,FLAT ,Lekki,2,2,3,"2,400,000",RENT
7296,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
7297,PROPERTY FOR,Lekki,beds,baths,Toilets,"1,500,000",RENT
7298,FLAT ,Gbagada,4,3,3,"1,300,000",RENT
7299,APARTMENT FOR,Alimosho,0,0,0,"550,000",RENT
7300,COMMERCIAL PROPERTY,Lekki,beds,baths,1,"1,200,000",RENT
7301,MINI FLAT,Shomolu,1,1,1,"300,000",RENT
7302,FLAT ,Shomolu,0,0,0,"350,000",RENT
7303,FLAT ,Shomolu,0,0,0,"350,000",RENT
7304,APARTMENT FOR,Alimosho,0,0,0,"650,000",RENT
7305,BLOCKS OF,Ogba,2,3,3,"900,000",RENT
7306,BLOCKS OF,Ajah,3,4,4,"1,000,000",RENT
7307,MINI FLAT,Lekki,1,1,2,"1,200,000",RENT
7308,FLAT ,Gbagada,2,2,3,"1,100,000",RENT
7309,MINI FLAT,Gbagada,1,1,1,"500,000",RENT
7310,COMMERCIAL PROPERTY,Ikeja,beds,baths,Toilets,"7,000,000",RENT
7311,FLAT ,Lekki,3,3,4,"4,000,000",RENT
7312,FLAT ,Gbagada,3,3,4,"1,300,000",RENT
7313,SEMI DETACHED,Lekki,4,5,5,"3,500,000",RENT
7314,SELF CONTAIN,Badagry,4,4,5,"3,000,000",RENT
7315,FLAT ,Ogba,0,0,0,"500,000",RENT
7316,HOUSE FOR,Ikoyi,4,3,5,"5,000,000",RENT
7317,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
7318,PROPERTY FOR,Alimosho,beds,baths,Toilets,"1,200,000",RENT
7319,FLAT ,Ikoyi,3,3,3,"9,000,000",RENT
7320,MINI FLAT,Lekki,1,1,2,"1,200,000",RENT
7321,FLATS HOUSE,Ketu,beds,baths,Toilets,"500,000",RENT
7322,BLOCKS OF,Ogba,2,2,3,"800,000",RENT
7323,PROPERTY FOR,Ojota,0,0,2,"4,800,000",RENT
7324,BLOCKS OF,Lekki,2,3,3,"2,500,000",RENT
7325,FLAT ,Lekki,beds,1,1,"900,000",RENT
7326,SEMI DETACHED,Ojodu,4,4,5,"1,700,000",RENT
7327,SELF CONTAIN,Ikosi,3,3,3,"800,000",RENT
7328,FLAT ,Ajah,2,2,3,"1,200,000",RENT
7329,FLAT ,Ikoyi,3,3,4,"3,500,000",RENT
7330,DETACHED DUPLEX,Ojodu,4,4,5,"8,000,000",RENT
7331,SEMI DETACHED,Lekki,4,4,5,"3,000,000",RENT
7332,APARTMENT FOR,Ojodu,0,0,0,"300,000",RENT
7333,MINI FLAT,Lekki,1,1,1,"500,000",RENT
7334,APARTMENT FOR,Alimosho,0,0,0,200,RENT
7335,MINI FLAT,Ajah,1,1,0,"700,000",RENT
7336,MINI FLAT,Ajah,1,1,2,"450,000",RENT
7337,FLAT ,Ajah,3,3,4,"1,800,000",RENT
7338,LAND FOR,Sangotedo,beds,baths,Toilets,"450,000,000",SALE
7339,MINI FLAT,Ojodu,1,2,2,"500,000",RENT
7340,LAND LAND,Island,0,0,0,"20,000,000",RENT
7341,LAND FOR,Island,beds,baths,Toilets,"25,000,000",RENT
7342,FLATS HOUSE,Ajah,beds,baths,Toilets,"1,100,000",RENT
7343,APARTMENT FOR,Ogba,beds,baths,Toilets,"300,000",RENT
7344,MINI FLAT,Ikorodu,1,1,1,"90,000",RENT
7345,COMMERCIAL PROPERTY,Ikeja,0,0,0,"13,000,000",RENT
7346,PROPERTY FOR,Lekki,beds,baths,Toilets,"4,000,000",RENT
7347,FLAT ,Igando,2,2,2,"350,000",RENT
7348,MINI FLAT,Lekki,1,1,1,"1,000,000",RENT
7349,BLOCKS OF,Yaba,2,2,2,"1,500,000",RENT
7350,FLAT ,Lekki,0,0,0,"700,000",RENT
7351,FLAT ,Gbagada,3,3,4,"1,600,000",RENT
7352,MINI FLAT,Lekki,1,1,1,"500,000",RENT
7353,COMMERCIAL PROPERTY,Ikoyi,beds,baths,Toilets,"1,300,000",RENT
7354,MINI FLAT,AbijoSangotedo,1,1,1,"400,000",RENT
7355,HOUSE FOR,Lekki,5,4,5,"5,500,000",RENT
7356,SEMI DETACHED,Lekki,5,5,6,"7,500,000",RENT
7357,SEMI DETACHED,Ikosi,5,5,6,"3,500,000",RENT
7358,MINI FLAT,EstateAjah,1,2,2,"1,000,000",RENT
7359,HOUSE FOR,Camp,4,4,5,"100,000",SHORTLET
7360,TERRACED DUPLEX,Lekki,4,4,5,"3,000,000",RENT
7361,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
7362,BLOCKS OF,Lekki,3,4,4,"750,000,000",RENT
7363,MINI FLAT,Lekki,1,1,1,"650,000",RENT
7364,PENTHOUSE FLAT,Gbagada,2,2,2,"700,000",RENT
7365,FLAT ,Okota,2,3,Toilets,"750,000",RENT
7366,FLAT ,Gbagada,2,2,3,"1,300,000",RENT
7367,FLAT ,Maryland,5,6,Toilets,"10,000,000,000",RENT
7368,FLAT ,Gbagada,2,0,0,"2,000,000",RENT
7369,FLAT ,Lekki,3,3,4,"3,500,000",RENT
7370,FLAT ,Lekki,beds,1,1,"650,000",RENT
7371,FLAT ,Lekki,3,4,4,"2,500,000",RENT
7372,FLAT ,Ajah,3,baths,Toilets,"850,000",RENT
7373,MINI FLAT,Ikoyi,1,1,1,"1,500,000",RENT
7374,MINI FLAT,Shomolu,1,1,1,"500,000",RENT
7375,MINI FLAT,Lekki,1,1,2,"1,500,000",RENT
7376,MINI FLAT,Ikosi,1,1,1,"350,000",RENT
7377,MINI FLAT,Yaba,1,2,2,"400,000",RENT
7378,MINI FLAT,Ajah,1,2,2,"700,000",RENT
7379,FLAT ,AkiodeOjodu,3,3,4,"750,000",RENT
7380,SELF CONTAIN,Ikoyi,4,4,5,"205,000,000",SALE
7381,FLATS HOUSE,Ajah,beds,baths,Toilets,"350,000",RENT
7382,FLAT ,Lekki,3,3,4,"3,000,000",RENT
7383,DETACHED DUPLEX,Ikeja,5,5,6,"4,000,000",RENT
7384,FLAT ,Lekki,3,3,4,"2,000,000",RENT
7385,RENT,Island,beds,baths,Toilets,"3,500,000",RENT
7386,MINI FLAT,Lekki,1,1,1,"800,000",RENT
7387,FLAT ,Ojodu,3,3,3,"1,500,000",RENT
7388,FLAT ,Lekki,3,2,3,"1,500,000",RENT
7389,FLAT ,Odofin,2,2,3,"1,100,000",RENT
7390,BLOCKS OF,Ajah,2,3,3,"1,000,000",RENT
7391,MINI FLAT,Surulere,1,1,1,"750,000",RENT
7392,BLOCKS OF,Gbagada,3,3,4,"1,200,000",RENT
7393,MINI FLAT,Ajah,1,baths,Toilets,"500,000",RENT
7394,FOR RENT,Alimosho,beds,baths,Toilets,"600,000",RENT
7395,OFFICE SPACE,Island,5,5,6,"15,000,000",RENT
7396,APARTMENT FOR,Ipaja,beds,baths,Toilets,"500,000",RENT
7397,PROPERTY FOR,Lekki,beds,baths,Toilets,"1,600,000",RENT
7398,SEMI DETACHED,Ajah,4,4,5,"1,800,000",RENT
7399,MINI FLAT,Odofin,1,2,2,"650,000",RENT
7400,MINI FLAT,Odofin,1,1,1,"600,000",RENT
7401,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
7402,SEMI DETACHED,Ajah,4,4,5,"2,500,000",RENT
7403,BLOCKS OF,Ikeja,2,2,3,"2,000,000",RENT
7404,FLAT ,Odofin,3,3,4,"1,000,000",RENT
7405,FLAT ,Shomolu,0,0,0,"250,000",RENT
7406,FLAT ,Okota,3,3,4,"1,200,000",RENT
7407,FLAT ,Ogba,2,2,3,"700,000",RENT
7408,FLAT ,Odofin,3,3,4,"1,400,000",RENT
7409,TERRACED DUPLEX,Ogba,3,3,4,"1,500,000",RENT
7410,MINI FLAT,Okota,1,1,2,"700,000",RENT
7411,BLOCKS OF,Ajah,2,3,3,"1,000,000",RENT
7412,COMMERCIAL PROPERTY,Ikeja,beds,baths,2,"760,000",RENT
7413,FLAT ,Lekki,3,3,4,"3,000,000",RENT
7414,FLAT ,Ikoyi,2,2,3,"4,000,000",RENT
7415,TERRACED DUPLEX,Lekki,3,3,4,"2,500,000",RENT
7416,COMMERCIAL PROPERTY,Ikoyi,beds,baths,Toilets,"1,500,000",RENT
7417,FLAT ,Okota,3,3,4,"1,300,000",RENT
7418,BLOCKS OF,Ajah,3,2,2,"850,000",RENT
7419,TERRACED DUPLEX,Lekki,3,3,4,"5,000,000",RENT
7420,FLAT ,Ikoyi,4,4,5,"21,000,000",RENT
7421,FOR RENT,Gbagada,beds,baths,2,"1,300,000",RENT
7422,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
7423,TERRACED DUPLEX,Gbagada,4,4,5,"3,000,000",RENT
7424,FLAT ,Ojodu,4,4,5,"1,300,000",RENT
7425,MINI FLAT,Surulere,1,2,2,"600,000",RENT
7426,BLOCKS OF,Gbagada,3,4,4,"1,000,000",RENT
7427,MINI FLAT,Ojodu,1,1,1,"350,000",RENT
7428,FLAT ,Ikorodu,2,2,2,"250,000",RENT
7429,MINI FLAT,Lekki,1,1,1,"600,000",RENT
7430,FLAT ,Surulere,0,0,0,"450,000",RENT
7431,DETACHED DUPLEX,Ikosi,4,4,5,"2,000,000",RENT
7432,TERRACED DUPLEX,Lekki,4,4,5,"6,500,000",RENT
7433,DETACHED DUPLEX,Ajah,4,4,5,"1,800,000",RENT
7434,BLOCKS OF,Lekki,3,3,4,"3,000,000",RENT
7435,MINI FLAT,Ogudu,1,1,1,"600,000",RENT
