,house-types,location,bedrooms,bathrooms,toilets,price,rent / sale
0,FLAT ,Island,3,3,4,"8,000,000",RENT
1,FLAT ,Ikoyi,3,3,4,"12,000,000",RENT
2,FLAT ,Ikeja,3,3,4,"2,000,000",RENT
3,FLAT ,Lekki,3,3,4,"3,500,000",RENT
4,TERRACED DUPLEX,Ikoyi,4,4,5,"13,000,000",RENT
5,HOUSE FOR,Lekki,4,4,5,"5,000,000",RENT
6,FLAT ,Lekki,3,3,4,"3,000,000",RENT
7,MINI FLAT,Ojodu,1,1,2,"700,000",RENT
8,BLOCKS OF,Isolo,3,3,4,"1,200,000",RENT
9,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
10,FLAT ,Isolo,3,3,4,"1,200,000",RENT
11,FLAT ,Isolo,3,3,4,"1,500,000",RENT
12,FLAT ,Isolo,0,0,0,"120,000",RENT
13,FLAT ,Isolo,0,0,0,"150,000",RENT
14,FLAT ,Isolo,0,0,0,"120,000",RENT
15,DETACHED DUPLEX,Lekki,4,4,5,"3,500,000",RENT
16,FLAT ,Ikeja,beds,baths,Toilets,"1,000,000",RENT
17,FLAT ,Ikosi,3,3,3,"850,000",RENT
18,MINI FLAT,Ikosi,1,1,2,"500,000",RENT
19,DETACHED DUPLEX,Ikeja,4,4,5,"5,000,000",RENT
20,DETACHED DUPLEX,Ikeja,4,4,5,"5,000,000",RENT
21,COMMERCIAL PROPERTY,Ikeja,beds,baths,Toilets,"5,500,000",RENT
22,FLAT ,RoadIkoyi,3,3,4,"6,000,000",RENT
23,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
24,FLAT ,Lekki,3,3,4,"2,500,000",RENT
25,TERRACED DUPLEX,Lekki,4,4,5,"5,000,000",RENT
26,TERRACED DUPLEX,Island,4,5,6,"10,000,000",RENT
27,COMMERCIAL PROPERTY,Maryland,beds,baths,4,"40,000",RENT
28,FLAT ,Ikoyi,4,4,5,"18,000,000",RENT
29,COMMERCIAL PROPERTY,Ikeja,beds,baths,2,"25,000",RENT
30,MINI FLAT,Lekki,1,1,2,"50,000,000",SALE
31,TERRACED DUPLEX,Ikoyi,4,4,5,"8,000,000",RENT
32,FLAT ,Ikeja,3,3,4,"2,500,000",RENT
33,FLAT ,Island,2,2,3,"12,000,000",RENT
34,FLAT ,Ikoyi,2,2,3,"8,000,000",RENT
35,DUPLEX HOUSE,Lekki,beds,baths,Toilets,"3,500,000",RENT
36,TERRACED DUPLEX,Lekki,3,3,4,"3,700,000",RENT
37,TERRACED DUPLEX,Lekki,4,4,5,"6,000,000",RENT
38,FLAT ,Ikoyi,2,2,3,"8,000,000",RENT
39,FLAT ,Island,3,3,4,"21,500,000",RENT
40,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
41,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
42,COMMERCIAL PROPERTY,Island,beds,baths,Toilets,"45,000",RENT
43,TERRACED DUPLEX,Lekki,4,4,5,"4,500,000",RENT
44,FLAT ,Ikoyi,3,3,4,"9,000,000",RENT
45,TERRACED DUPLEX,Ikoyi,4,5,4,"15,000,000",RENT
46,FLAT ,Ikoyi,2,2,3,"13,000,000",RENT
47,FLAT ,Island,3,3,4,"4,000,000",RENT
48,FLAT ,Island,3,3,4,"3,500,000",RENT
49,FLAT ,Ikoyi,4,5,6,"10,000,000",RENT
50,FLAT ,Island,3,3,4,"10,000,000",RENT
51,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
52,SEMI DETACHED,Ikoyi,4,4,5,"8,000,000",RENT
53,DETACHED DUPLEX,Ikeja,4,4,5,"10,000,000",RENT
54,FLAT ,Lekki,3,3,4,"2,800,000",RENT
55,FLAT ,Ikoyi,3,3,4,"5,000,000",RENT
56,FLAT ,Lekki,3,4,4,"3,000,000",RENT
57,FLAT ,Ikoyi,3,3,3,"8,000,000",RENT
58,TERRACED DUPLEX,Island,4,4,5,"24,000,000",RENT
59,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
60,SEMI DETACHED,Lekki,4,4,5,"5,000,000",RENT
61,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
62,FLAT ,Lekki,3,3,4,"3,000,000",RENT
63,TERRACED DUPLEX,Lekki,4,4,5,"2,800,000",RENT
64,FLAT ,Ikoyi,4,5,6,"15,000,000",RENT
65,TERRACED DUPLEX,Island,4,5,4,"7,000,000",RENT
66,PENTHOUSE FLAT,Ikoyi,4,4,5,"15,000,000",RENT
67,FLAT ,Lekki,3,3,4,"3,500,000",RENT
68,HOUSE FOR,Lekki,5,5,6,"6,500,000",RENT
69,TERRACED DUPLEX,Lekki,4,4,5,"3,500,000",RENT
70,FLAT ,Ikoyi,3,3,4,"5,000,000",RENT
71,FLAT ,Lekki,3,3,4,"5,000,000",RENT
72,MINI FLAT,Ikorodu,1,1,1,"43,000,000",SALE
73,TERRACED DUPLEX,Lekki,3,3,4,"2,300,000",RENT
74,FLAT ,Ikoyi,4,4,5,"8,500,000",RENT
75,FLAT ,Right.Lekki,3,3,4,"70,000,000",RENT
76,TERRACED DUPLEX,Lekki,3,3,4,"3,000,000",RENT
77,SEMI DETACHED,Ojodu,4,4,5,"4,000,000",RENT
78,COMMERCIAL PROPERTY,Ikeja,beds,baths,4,"50,000",RENT
79,TERRACED DUPLEX,Ikoyi,4,4,5,"11,000,000",RENT
80,SEMI DETACHED,gateLekki,4,4,5,"3,500,000",RENT
81,TERRACED DUPLEX,Lekki,4,4,5,"2,500,000",RENT
82,TERRACED DUPLEX,gateLekki,4,4,5,"3,200,000",RENT
83,TERRACED DUPLEX,Lekki,3,3,4,"3,000,000",RENT
84,FLAT ,Lekki,3,3,4,"2,600,000",RENT
85,FLAT ,Lekki,3,baths,Toilets,"4,000,000",RENT
86,FLAT ,Island,4,4,5,"18,000,000",RENT
87,FLAT ,Island,3,3,4,"3,000,000",RENT
88,HOUSE FOR,Island,4,4,5,"5,000,000",RENT
89,FLAT ,Lekki,3,3,4,"3,500,000",RENT
90,HOUSE FOR,Lekki,4,4,5,"3,000,000",RENT
91,FLAT ,Ikoyi,3,3,4,"40,000",RENT
92,TERRACED DUPLEX,Ikoyi,4,4,4,"6,000,000",RENT
93,SEMI DETACHED,Lekki,5,6,6,"80,000,000",SALE
94,COMMERCIAL PROPERTY,Ikeja,beds,2,2,"35,000",RENT
95,FLAT ,Ikoyi,3,4,4,"7,000,000",RENT
96,TERRACED DUPLEX,Lekki,4,4,5,"3,500,000",RENT
97,FLAT ,Island,3,3,4,"13,000,000",RENT
98,TERRACED DUPLEX,Ikoyi,4,4,5,"9,000,000",RENT
99,TERRACED DUPLEX,Ikoyi,4,4,5,"13,000,000",RENT
100,OFFICE SPACE,Ilupeju,5,5,7,"5,000,000",RENT
101,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
102,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
103,FLAT ,Island,2,2,2,"7,500,000",RENT
104,PENTHOUSE FLAT,Lekki,3,4,5,"2,800,000",RENT
105,FLAT ,Ikoyi,3,3,4,"15,000,000",RENT
106,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
107,FLAT ,Ikoyi,3,3,4,"12,000,000",RENT
108,FLAT ,Island,4,5,5,"18,000,000",RENT
109,COMMERCIAL PROPERTY,Lekki,beds,baths,1,"1,100,000",RENT
110,FLAT ,Ikoyi,3,4,3,"8,000,000",RENT
111,TERRACED DUPLEX,Lekki,4,4,5,"4,000,000",RENT
112,FLAT ,Island,3,3,4,"12,000,000",RENT
113,DETACHED DUPLEX,Lekki,5,5,6,"4,000,000",RENT
114,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
115,FLAT ,Ikoyi,3,3,4,"8,500,000",RENT
116,FLAT ,Ikoyi,3,3,4,"8,500,000",RENT
117,FLAT ,Ikoyi,3,3,4,"4,000,000",RENT
118,TERRACED DUPLEX,Island,4,4,5,"6,000,000",RENT
119,TERRACED DUPLEX,Ikoyi,4,4,5,"9,000,000",RENT
120,SEMI DETACHED,Ikoyi,4,4,5,"11,000,000",RENT
121,COMMERCIAL PROPERTY,Lekki,beds,baths,2,"5,000,000",RENT
122,FLAT ,Lekki,3,3,4,"3,000,000",RENT
123,OFFICE SPACE,Ilupeju,4,5,5,"5,000,000",RENT
124,TERRACED DUPLEX,Lekki,5,5,6,"5,000,000",RENT
125,FLAT ,Island,3,3,4,"5,000,000",RENT
126,TERRACED DUPLEX,Ikoyi,4,4,5,"4,000,000",RENT
127,TERRACED DUPLEX,Gbagada,4,4,4,"65,000,000",RENT
128,COMMERCIAL PROPERTY,Lekki,beds,baths,1,"1,100,000",RENT
129,TERRACED DUPLEX,Island,4,4,5,"5,000,000",RENT
130,TERRACED DUPLEX,Lekki,4,4,5,"4,700,000",RENT
131,SEMI DETACHED,RouteLekki,4,4,5,"4,000,000",RENT
132,SEMI DETACHED,Ajah,4,5,6,"3,000,000",RENT
133,TERRACED DUPLEX,Ikoyi,4,4,5,"18,000,000",RENT
134,SEMI DETACHED,TollgateLekki,4,4,5,"4,000,000",RENT
135,MINI FLAT,Lekki,1,1,2,"50,000,000",SALE
136,DETACHED DUPLEX,Lekki,4,4,5,"4,000,000",RENT
137,FOR RENT,Island,beds,baths,Toilets,"20,000,000",RENT
138,DETACHED DUPLEX,Ikoyi,3,3,4,"8,000,000",RENT
139,DETACHED DUPLEX,Island,4,baths,Toilets,"15,000,000",RENT
140,BLOCKS OF,Island,3,baths,Toilets,"15,000,000",RENT
141,PENTHOUSE FLAT,Ikoyi,4,4,4,"15,000,000",RENT
142,RENT,Island,beds,baths,Toilets,"25,000,000",RENT
143,SEMI DETACHED,Lekki,4,4,4,"3,500,000",RENT
144,TERRACED DUPLEX,Ikoyi,4,4,5,"9,000,000",RENT
145,BOYS QUARTERS,Ikoyi,2,3,3,"7,000,000",RENT
146,FLAT ,Ikoyi,3,baths,Toilets,"9,000,000",RENT
147,FLAT ,Ikoyi,2,baths,Toilets,"7,500,000",RENT
148,FLAT ,Ikoyi,2,2,3,"6,000,000",RENT
149,TERRACED DUPLEX,Ikoyi,4,4,5,"12,000,000",RENT
150,PENTHOUSE FLAT,Ikoyi,5,5,6,"25,000,000",RENT
151,PENTHOUSE FLAT,Ikoyi,6,baths,Toilets,"20,000,000",RENT
152,FLAT ,Island,2,2,2,"10,000,000",RENT
153,PENTHOUSE FLAT,Island,4,4,4,"24,000,000",RENT
154,BOYS QUARTERS,Island,3,3,4,"9,000,000",RENT
155,FLAT ,Island,3,3,4,"6,000,000",RENT
156,TERRACED DUPLEX,Surulere,4,5,5,"67,000,000",SALE
157,FLAT ,Ikoyi,3,3,4,"15,000,000",RENT
158,FLAT ,Ikoyi,3,baths,Toilets,"7,500,000",RENT
159,FLAT ,Ikoyi,4,baths,Toilets,"8,000,000",RENT
160,PROPERTY FOR,Mushin,beds,baths,Toilets,"30,000,000",RENT
161,DETACHED DUPLEX,Island,4,4,5,"20,000,000",RENT
162,DETACHED DUPLEX,roadIkoyi,5,5,5,"50,000,000",RENT
163,SEMI DETACHED,Ikoyi,4,4,5,"20,000,000",RENT
164,PENTHOUSE FLAT,Island,4,baths,Toilets,"17,000,000",RENT
165,COMMERCIAL PROPERTY,Ikoyi,beds,baths,Toilets,"7,500,000",RENT
166,FLAT ,Ikoyi,3,baths,Toilets,"10,000,000",RENT
167,COMMERCIAL PROPERTY,Island,beds,baths,Toilets,"35,000,000",RENT
168,FOR RENT,Island,beds,baths,Toilets,"35,000,000",RENT
169,FLAT ,Island,3,3,3,"10,000,000",RENT
170,DETACHED DUPLEX,Ikoyi,5,5,5,"20,000,000",RENT
171,FLAT ,Ikoyi,3,3,4,"7,000,000",RENT
172,FLAT ,Island,2,baths,Toilets,"5,000,000",RENT
173,COMMERCIAL PROPERTY,roadIkoyi,beds,baths,Toilets,"70,000,000",RENT
174,FLAT ,Ikoyi,4,4,5,"8,000,000",RENT
175,FLAT ,Ikoyi,3,3,3,"16,000,000",RENT
176,TERRACED DUPLEX,Ikoyi,4,4,4,"200,000,000",RENT
177,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
178,FLAT ,Island,3,3,4,"7,000,000",RENT
179,FLAT ,Ikoyi,4,4,4,"7,500,000",RENT
180,PENTHOUSE FLAT,Ikoyi,4,4,5,"18,000,000",RENT
181,FLAT ,Ikoyi,3,3,4,"8,000,000",RENT
182,MINI FLAT,Island,1,1,2,"4,000,000",RENT
183,MINI FLAT,Ikoyi,1,baths,Toilets,"9,000,000",RENT
184,MINI FLAT,Ikoyi,1,baths,Toilets,"9,000,000",RENT
185,FLAT ,Island,3,0,0,"14,000,000",RENT
186,FLAT ,Island,3,baths,Toilets,"15,000,000",RENT
187,FLAT ,Lekki,3,3,4,"4,000,000",RENT
188,DETACHED DUPLEX,Ikoyi,5,baths,Toilets,"25,000,000",RENT
189,FLAT ,Island,2,baths,Toilets,"5,000,000",RENT
190,PENTHOUSE FLAT,Island,5,5,5,"25,000,000",RENT
191,FLAT ,Ikoyi,3,3,3,"9,000,000",RENT
192,PENTHOUSE FLAT,Ikoyi,4,4,4,"12,000,000",RENT
193,FLAT ,Ikoyi,3,baths,Toilets,"7,500,000",RENT
194,FLAT ,Ikoyi,3,baths,Toilets,"130,000,000",RENT
195,COMMERCIAL PROPERTY,Island,beds,baths,Toilets,"40,000,000",RENT
196,RENT,Island,beds,baths,Toilets,"45,000,000",RENT
197,SEMI DETACHED,Ikoyi,4,4,4,"15,000,000",RENT
198,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
199,LAND FOR,LagosLekki,0,0,0,"190,000",RENT
200,TERRACED DUPLEX,Ikoyi,4,4,5,"9,000,000",RENT
201,FLAT ,Ikoyi,4,4,4,"8,000,000",RENT
202,BOYS QUARTERS,Island,4,4,5,"18,000,000",RENT
203,FLAT ,Island,3,3,3,"15,000,000",RENT
204,PENTHOUSE FLAT,Ikoyi,4,baths,Toilets,"15,000,000",RENT
205,COMMERCIAL PROPERTY,Ikoyi,beds,baths,Toilets,"20,000,000",RENT
206,FLAT ,Ikoyi,4,4,4,"8,000,000",RENT
207,FLAT ,Island,4,baths,Toilets,"16,000,000",RENT
208,PENTHOUSE FLAT,Ikoyi,4,baths,Toilets,"12,000,000",RENT
209,HOUSE FOR,Island,beds,baths,Toilets,"35,000,000",RENT
210,FLAT ,Ikoyi,4,baths,Toilets,"12,000,000",RENT
211,MASSIONETTE HOUSE,Ikoyi,3,baths,Toilets,"10,000,000",RENT
212,DETACHED DUPLEX,Ikoyi,4,4,4,"7,000,000",RENT
213,PENTHOUSE FLAT,Island,4,4,4,"24,000,000",RENT
214,FOR RENT,Island,beds,baths,Toilets,500,RENT
215,HOUSE FOR,Ikoyi,5,5,6,"8,000,000",RENT
216,FLAT ,Island,3,baths,Toilets,"11,000,000",RENT
217,SEMI DETACHED,Ikoyi,5,5,5,"8,000,000",RENT
218,LAND LAND,Island,beds,baths,Toilets,"35,000,000",RENT
219,FOR RENT,2,beds,baths,3,"6,500,000",RENT
220,PENTHOUSE FLAT,Island,3,baths,Toilets,"15,000,000",RENT
221,PENTHOUSE FLAT,Island,4,4,4,"36,000,000",RENT
222,FLAT ,Island,3,baths,Toilets,"6,000,000",RENT
223,OFFICE SPACE,Ikoyi,3,3,4,"9,000,000",RENT
224,FLAT ,Ikoyi,2,2,3,"7,000,000",RENT
225,DETACHED DUPLEX,Island,4,4,5,"20,000,000",RENT
226,FLAT ,Ikoyi,3,3,4,"7,000,000",RENT
227,FLAT ,Ikoyi,3,3,4,"8,000,000",RENT
228,BOYS QUARTERS,Ikoyi,3,3,4,"7,000,000",RENT
229,SEMI DETACHED,Ikoyi,5,baths,Toilets,"9,000,000",RENT
230,FLAT ,Island,3,3,3,"18,000,000",RENT
231,FLAT ,Island,3,3,3,"12,000,000",RENT
232,DETACHED DUPLEX,Ikoyi,4,baths,Toilets,"15,000,000",RENT
233,DETACHED DUPLEX,Lekki,5,5,6,"4,000,000",RENT
234,TERRACED DUPLEX,Ikoyi,5,5,6,"15,000,000",RENT
235,PROPERTY FOR,Ajah,beds,baths,Toilets,"60,000,000",RENT
236,FLAT ,Ikoyi,3,3,4,"7,500,000",RENT
237,FLAT ,Gbagada,3,3,3,"1,200,000",RENT
238,FLAT ,Ikoyi,3,3,3,"7,500,000",RENT
239,FLAT ,Ojodu,3,3,4,"2,200,000",RENT
240,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
241,PROPERTY FOR,Ikeja,beds,baths,Toilets,"67,500,000",RENT
242,FLAT ,Ikoyi,3,baths,Toilets,"12,000,000",RENT
243,HOUSE FOR,Island,beds,baths,Toilets,"35,000,000",RENT
244,FLAT ,Island,4,baths,Toilets,"16,000,000",RENT
245,FLAT ,Ikoyi,3,baths,Toilets,"12,000,000",RENT
246,SEMI DETACHED,Island,4,4,4,"15,000,000",RENT
247,TERRACED DUPLEX,RoadIkoyi,4,4,4,"10,000,000",RENT
248,FLAT ,Island,3,baths,Toilets,"8,000,000",RENT
249,FLAT ,Island,3,baths,Toilets,"4,000,000",RENT
250,HOUSE FOR,Island,beds,baths,Toilets,"40,000,000",RENT
251,TERRACED DUPLEX,Ikoyi,4,4,5,"16,000,000",RENT
252,PENTHOUSE FLAT,Ikoyi,4,baths,Toilets,"12,000,000",RENT
253,DETACHED DUPLEX,Island,5,5,5,"20,000,000",RENT
254,SEMI DETACHED,Lekki,4,4,4,"4,000,000",RENT
255,FLAT ,Island,3,baths,Toilets,"12,000,000",RENT
256,COMMERCIAL PROPERTY,Ikoyi,beds,baths,Toilets,"15,000,000",RENT
257,DETACHED DUPLEX,Island,4,4,4,"15,000,000",RENT
258,OFFICE SPACE,Island,5,5,6,"15,000,000",RENT
259,FLAT ,Ikoyi,2,2,2,"7,500,000",RENT
260,FLAT ,Island,2,2,2,"7,000,000",RENT
261,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
262,FLAT ,Island,3,3,3,"18,000,000",RENT
263,FLAT ,Ikoyi,3,3,4,"6,000,000",RENT
264,FLAT ,Island,2,2,2,"6,000,000",RENT
265,HOUSE FOR,Ikoyi,6,6,6,"40,000,000",RENT
266,FLAT ,Isolo,3,3,4,"1,100,000",RENT
267,FLAT ,Surulere,4,4,4,"2,200,000",RENT
268,FLAT ,Ipaja,3,4,4,"650,000",RENT
269,FLAT ,Ikoyi,2,3,3,"4,000,000",RENT
270,FLAT ,Ipaja,2,3,3,"250,000",RENT
271,MINI FLAT,Ipaja,1,1,1,"200,000",RENT
272,FLAT ,Ipaja,2,3,3,"500,000",RENT
273,BLOCKS OF,Yaba,3,3,4,"1,800,000",RENT
274,FLAT ,Yaba,3,3,4,"1,700,000",RENT
275,FLAT ,Yaba,3,3,4,"1,500,000",RENT
276,FLATS HOUSE,Isolo,0,0,0,"1,300,000",RENT
277,MINI FLAT,Lekki,1,1,2,"1,700,000",RENT
278,MINI FLAT,Surulere,1,1,2,"600,000",RENT
279,MINI FLAT,Isolo,1,1,1,"370,000",RENT
280,BLOCKS OF,Ikeja,2,2,2,"4,000,000",RENT
281,FLAT ,Ikeja,2,2,2,"3,000,000",RENT
282,SEMI DETACHED,Sangotedo,4,3,3,"38,800,000",SALE
283,HOUSE FOR,Ikeja,5,6,6,"12,000,000",RENT
284,FLAT ,Ikoyi,3,4,4,"5,000,000",RENT
285,SEMI DETACHED,Ikoyi,5,6,6,"5,500,000",RENT
286,FLAT ,Ikoyi,3,4,4,"4,000,000",RENT
287,FLAT ,Ikoyi,3,4,4,"5,000,000",RENT
288,FLAT ,Ikoyi,3,4,4,"4,500,000",RENT
289,FLAT ,Ikoyi,3,4,4,"4,500,000",RENT
290,FLAT ,Ikoyi,3,4,4,"7,000,000",RENT
291,MINI FLAT,Yaba,1,1,1,"350,000",RENT
292,COMMERCIAL PROPERTY,GRAIkeja,beds,baths,Toilets,"18,000,000",RENT
293,TERRACED DUPLEX,Isolo,4,3,3,"2,000,000",RENT
294,BLOCKS OF,Isolo,3,2,2,"1,100,000",RENT
295,COMMERCIAL PROPERTY,Gbagada,4,5,5,"3,000,000",RENT
296,DETACHED DUPLEX,gateLekki,4,4,5,"4,000,000",RENT
297,COMMERCIAL PROPERTY,Lekki,beds,baths,Toilets,"50,000",RENT
298,SEMI DETACHED,Ikoyi,3,3,4,"10,000,000",RENT
299,DETACHED DUPLEX,Ajah,5,5,6,"5,000,000",RENT
300,FLAT ,Island,4,4,5,"13,000,000",RENT
301,BLOCKS OF,Ikeja,3,3,4,"160,000,000",RENT
302,FLAT ,Ipaja,3,3,3,"2,000,000",RENT
303,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
304,FLAT ,Island,4,baths,Toilets,"4,000,000",RENT
305,FLAT ,Island,3,3,4,"12,000,000",RENT
306,FLAT ,Ikeja,3,4,4,"2,500,000",RENT
307,FLAT ,Maryland,2,3,3,"2,000,000",RENT
308,HOUSE FOR,Ogudu,4,5,5,"3,000,000",RENT
309,HOUSE FOR,Maryland,3,4,4,"3,000,000",RENT
310,FLAT ,Ikoyi,2,3,3,"3,000,000",RENT
311,FLAT ,Ikoyi,2,3,3,"3,000,000",RENT
312,FLAT ,Ikoyi,3,4,4,"4,000,000",RENT
313,DETACHED DUPLEX,Ikoyi,4,5,5,"12,000,000",RENT
314,FLAT ,Ikoyi,3,4,4,"6,000,000",RENT
315,FLAT ,Ikoyi,3,4,4,"3,500,000",RENT
316,TERRACED DUPLEX,Ikoyi,4,5,5,"6,000,000",RENT
317,BLOCKS OF,Island,3,3,4,"5,000,000",RENT
318,DETACHED DUPLEX,Lekki,4,baths,Toilets,"2,500,000",RENT
319,MINI FLAT,Yaba,1,1,1,"250,000",RENT
320,TERRACED DUPLEX,Lekki,4,4,5,"3,500,000",RENT
321,PROPERTY FOR,Ajah,beds,baths,Toilets,"10,000,000",RENT
322,LAND FOR,Island,beds,baths,Toilets,"45,000,000",RENT
323,FLAT ,Ikoyi,3,4,4,"3,500,000",RENT
324,MINI FLAT,Ikorodu,1,1,1,"43,000,000",SALE
325,FLATS HOUSE,Ikoyi,beds,baths,Toilets,"350,000,000",RENT
326,FLAT ,Island,3,3,4,"7,500,000",RENT
327,BLOCKS OF,Surulere,3,3,4,"2,500,000",RENT
328,HOUSE FOR,Maryland,4,4,5,"6,000,000",RENT
329,HOUSE FOR,Maryland,4,5,5,"6,000,000",RENT
330,SEMI DETACHED,Isolo,4,4,4,"2,500,000",RENT
331,SEMI DETACHED,Isolo,4,5,4,"1,600,000",RENT
332,MINI FLAT,Maryland,1,1,1,"1,500,000",RENT
333,FLAT ,Ikoyi,3,3,4,"14,000,000",RENT
334,FLAT ,Gbagada,3,3,3,"1,200,000",RENT
335,PENTHOUSE FLAT,Island,4,4,5,"26,000,000",RENT
336,DUPLEX HOUSE,Isolo,beds,5,5,"2,500,000",RENT
337,FLAT ,Gbagada,4,4,4,"3,000,000",RENT
338,FLAT ,Gbagada,2,2,2,"900,000",RENT
339,FLATS HOUSE,Ikoyi,beds,baths,Toilets,"79,000,000",RENT
340,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
341,HOUSE FOR,Lekki,4,4,5,"4,500,000",RENT
342,TERRACED DUPLEX,Ikoyi,4,5,5,"12,000,000",RENT
343,COMMERCIAL PROPERTY,Island,5,6,6,"40,000,000",RENT
344,FLAT ,Ikoyi,3,4,4,"8,000,000",RENT
345,FOR RENT,2,beds,baths,3,"6,500,000",RENT
346,TERRACED DUPLEX,Ikeja,4,5,5,"10,000,000",RENT
347,FLAT ,Ikeja,4,4,4,"4,000,000",RENT
348,MINI FLAT,Ikeja,1,2,2,"1,500,000",RENT
349,HOUSE FOR,Ikeja,4,5,5,"4,500,000",RENT
350,TERRACED DUPLEX,roadLekki,4,4,5,"3,000,000",RENT
351,MINI FLAT,Island,1,1,2,"1,600,000",RENT
352,SEMI DETACHED,Isolo,5,5,5,"2,500,000",RENT
353,FLAT ,Ogudu,3,3,Toilets,"2,500,000",RENT
354,FLAT ,Gbagada,3,3,3,"1,200,000",RENT
355,DETACHED BUNGALOW,Lekki,3,3,4,"5,000,000",RENT
356,FLAT ,Gbagada,2,2,2,"1,000,000",RENT
357,FLAT ,Ikoyi,3,4,4,"14,000,000",RENT
358,TERRACED DUPLEX,Ikoyi,4,5,5,"6,000,000",RENT
359,TERRACED DUPLEX,Ikoyi,3,4,4,"12,000,000",RENT
360,SEMI DETACHED,Lekki,4,4,5,"3,700,000",RENT
361,TERRACED DUPLEX,Maryland,4,5,5,"1,800,000",RENT
362,TERRACED DUPLEX,Lekki,4,4,4,"5,000,000",RENT
363,MINI FLAT,Lekki,1,1,1,"1,250,000",RENT
364,MINI FLAT,Yaba,1,2,2,"600,000",RENT
365,HOUSE FOR,Isolo,beds,baths,Toilets,"400,000",RENT
366,TERRACED DUPLEX,Surulere,4,5,5,"67,000,000",SALE
367,FLAT ,Yaba,beds,baths,1,"600,000",RENT
368,FLAT ,Yaba,beds,baths,1,"500,000",RENT
369,FLAT ,Yaba,beds,baths,1,"400,000",RENT
370,MINI FLAT,Yaba,1,1,2,"700,000",RENT
371,FLAT ,Yaba,4,4,4,"2,000,000",RENT
372,SEMI DETACHED,Yaba,4,4,4,"2,000,000",RENT
373,SEMI DETACHED,Yaba,3,3,4,"3,200,000",RENT
374,FLAT ,Yaba,beds,baths,Toilets,"1,800,000",RENT
375,FLAT ,Yaba,2,2,3,"1,000,000",RENT
376,FLAT ,Yaba,2,2,3,"1,100,000",RENT
377,FLAT ,Okota,3,3,3,"1,200,000",RENT
378,PROPERTY FOR,Egba,beds,baths,Toilets,"2,500,000",RENT
379,BLOCKS OF,Gbagada,3,3,3,"1,300,000",RENT
380,BLOCKS OF,Ikeja,3,3,4,"2,000,000",RENT
381,FLAT ,Yaba,4,baths,Toilets,"1,200,000",RENT
382,FLAT ,Yaba,2,2,3,"1,100,000",RENT
383,FLAT ,Lekki,3,3,4,"2,500,000",RENT
384,FLAT ,Island,2,2,3,"3,000,000",RENT
385,RENT,Ajah,beds,baths,Toilets,0,RENT
386,BLOCKS OF,Odofin,2,2,3,"900,000",RENT
387,FLAT ,Yaba,3,3,4,"45,000,000",SALE
388,SEMI DETACHED,Lekki,4,4,5,"2,500,000",RENT
389,BLOCKS OF,Okota,2,2,3,"850,000",RENT
390,MINI FLAT,Ajah,3,4,4,"1,700,000",RENT
391,TERRACED DUPLEX,RoadLekki,3,3,4,"3,000,000",RENT
392,FLAT ,Lekki,3,3,4,"2,500,000",RENT
393,FLAT ,Isolo,2,2,3,"500,000",RENT
394,MINI FLAT,Isolo,1,1,1,"350,000",RENT
395,FLAT ,Lekki,2,2,3,"2,600,000",RENT
396,TERRACED DUPLEX,Island,4,baths,6,"6,000,000",RENT
397,MINI FLAT,Lekki,1,1,2,"1,800,000",RENT
398,TERRACED DUPLEX,Ikoyi,4,4,5,"7,000,000",RENT
399,TERRACED DUPLEX,Surulere,4,4,5,"3,000,000",RENT
400,MINI FLAT,Ajah,1,1,1,"500,000",RENT
401,FLAT ,Isolo,2,2,3,"450,000",RENT
402,FLAT ,Ikeja,3,3,4,"2,000,000",RENT
403,FLAT ,Isolo,2,2,2,"400,000",RENT
404,FOR RENT,MarylandMaryland,beds,baths,Toilets,"40,000",RENT
405,FLAT ,Isolo,3,3,4,"1,200,000",RENT
406,COMMERCIAL PROPERTY,Maryland,beds,baths,Toilets,"40,000",RENT
407,MINI FLAT,Lekki,1,1,1,"1,000,000",RENT
408,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
409,DETACHED DUPLEX,Ikeja,5,5,6,"12,000,000",RENT
410,HOUSE FOR,Ejigbo,3,3,3,"450,000",RENT
